Accession Number,DOI,Pubmed ID,Article Title,Link,Authors,Source,Research Area,Volume,Issue,Pages,Publication Date,Times Cited,Journal Expected Citations,Category Expected Citations,Journal Normalized Citation Impact,Category Normalized Citation Impact,Percentile in Subject Area,Journal Impact Factor
WOS:000369493700012,10.3390/f7010022,n/a,A Global Index for Mapping the Exposure of Water Resources to Wildfire,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000369493700012,"Robinne, Francois-Nicolas; Miller, Carol; Parisien, Marc-Andre; Emelko, Monica B.; Bladon, Kevin D.",FORESTS,FORESTRY,7,1,n/a,2016,5,4.174061,3.84,1.2,1.3007,29.5924,1.956
WOS:000365262100007,10.17269/cjph.106.4899,MEDLINE:26451990,School factors associated with the provision of physical education and levels of physical activity among elementary school students in Ontario,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000365262100007,"Naiman, Daniel I.; Leatherdale, Scott T.; Gotay, Carolyn; Masse, Louise C.",CANADIAN JOURNAL OF PUBLIC HEALTH-REVUE CANADIENNE DE SANTE PUBLIQUE,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",106,5,E290-E296,2015,5,3.884615,6.9,1.29,0.7242,44.4972,1.488
WOS:000338044300023,10.1364/OE.22.014275,MEDLINE:24977525,Characterizing short disperision-length fiber via dispersive virtual reference interferometry,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000338044300023,"Galle, Michael A.; Zhu, Eric Y.; Saini, Simarjeet S.; Mohammed, Waleed S.; Qian, Li",OPTICS EXPRESS,OPTICS,22,12,14275-14284,2014,5,14.361548,9.77,0.35,0.5119,54.3194,3.356
WOS:000358800600006,n/a,n/a,"It pays to be nice, but not really nice: Asymmetric reputations from prosociality across 7 countries",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000358800600006,"Klein, Nadav; Grossmann, Igor; Uskul, Ayse K.; Kraus, Alexandra A.; Epley, Nicholas",JUDGMENT AND DECISION MAKING,"PSYCHOLOGY, MULTIDISCIPLINARY",10,4,355-364,2015,4,9.061224,6.28,0.44,0.6373,45.8274,2.525
WOS:000375524300002,10.1103/PhysRevA.93.052310,n/a,"Models of reduced-noise, probabilistic linear amplifiers",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000375524300002,"Combes, Joshua; Walk, Nathan; Lund, A. P.; Ralph, T. C.; Caves, Carlton M.",PHYSICAL REVIEW A,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL; OPTICS",93,5,n/a,2016,4,6.529864,6.22,0.61,0.6432,46.0761,2.909
WOS:000359752100016,10.1016/j.jbi.2015.05.020,MEDLINE:26065983,Ontological modeling of electronic health information exchange,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000359752100016,"McMurray, J.; Zhu, L.; McKillop, I.; Chen, H.",JOURNAL OF BIOMEDICAL INFORMATICS,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS; MEDICAL INFORMATICS",56,n/a,169-178,2015,4,8.709184,8.44,0.46,0.4739,56.299,2.882
WOS:000385718100008,10.3144/expresspolymlett.2016.96,n/a,Enhanced protective properties and UV stability of epoxy/graphene nanocomposite coating on stainless steel,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000385718100008,"Alhumade, H.; Yu, A.; Elkamel, A.; Simon, L.; Abdala, A.",EXPRESS POLYMER LETTERS,POLYMER SCIENCE,10,12,1034-1046,2016,4,6.216867,6.76,0.64,0.5917,56.7847,3.064
WOS:000372165100010,10.1007/s10237-015-0697-6,MEDLINE:26148533,Non-straight cell edges are important to invasion and engulfment as demonstrated by cell mechanics model,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000372165100010,"Perrone, Matthew C.; Veldhuis, Jim H.; Brodland, G. Wayne",BIOMECHANICS AND MODELING IN MECHANOBIOLOGY,"BIOPHYSICS; ENGINEERING, BIOMEDICAL",15,2,405-418,2016,4,6.792793,6.4,0.59,0.6246,47.7194,3.212
WOS:000399359400007,10.1111/aos.13230,MEDLINE:27678201,"Aqueous humour concentrations of TGF-, PLGF and FGF-1 and total retinal blood flow in patients with early non-proliferative diabetic retinopathy",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000399359400007,"Khuu, Lee-Anne; Tayyari, Faryan; Sivak, Jeremy M.; Flanagan, John G.; Singer, Shaun",ACTA OPHTHALMOLOGICA,OPHTHALMOLOGY,95,3,E206-E211,2017,4,3.02451,2.09,1.32,1.9153,18.3188,3.324
WOS:000414916100014,10.3390/nano7100296,MEDLINE:28953233,Poly-L-arginine Coated Silver Nanoprisms and Their Anti-Bacterial Properties,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000414916100014,"Tanvir, Fouzia; Yaqub, Atif; Tanvir, Shazia; Anderson, William A.",NANOMATERIALS,"MATERIALS SCIENCE, MULTIDISCIPLINARY; NANOSCIENCE & NANOTECHNOLOGY",7,10,n/a,2017,4,3.161692,5.93,1.27,0.674,40.9473,3.504
WOS:000319033600015,10.4153/CMB-2011-167-7,n/a,The Sizes of Rearrangements of Cantor Sets,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000319033600015,"Hare, Kathryn E.; Mendivil, Franklin; Zuberman, Leandro",CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES,MATHEMATICS,56,2,354-365,2013,4,2.615385,3.91,1.53,1.0242,32.5779,0.497
WOS:000389011000011,10.1016/j.jqsrt.2016.04.025,n/a,New and improved infra-red absorption cross sections and ACE-FTS retrievals of carbon tetrachloride (CCl4),https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000389011000011,"Harrison, Jeremy J.; Boone, Christopher D.; Bernath, Peter F.",JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER,SPECTROSCOPY; OPTICS,186,n/a,139-149,2017,4,4.471014,2.68,0.89,1.4943,22.1035,2.6
WOS:000408723900006,10.19189/MaP.2016.OMB.258,n/a,The effects of water management on the CO2 uptake of Sphagnum moss in a reclaimed peatland,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000408723900006,"Brown, C. M.; Strack, M.; Price, J. S.",MIRES AND PEAT,ENVIRONMENTAL SCIENCES,20,n/a,n/a,2017,4,1.852941,3.91,2.16,1.0228,35.523,1.326
WOS:000369119200016,10.4102/sajhivmed.v16i1.355,MEDLINE:29568584,Reconciling the science and policy divide: The reality of scaling up antiretroviral therapy in South Africa,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000369119200016,"Whiteside, Alan; Cohen, Jamie; Strauss, Michael",SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE,VIROLOGY; INFECTIOUS DISEASES,16,1,92-96,2015,4,2.083333,10.79,1.92,0.3706,67.6143,1.089
WOS:000372290800002,10.1007/JHEP03(2016)047,n/a,Entanglement dynamics of detectors in an Einstein cylinder,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000372290800002,"Lin, Shih-Yuin; Chou, Chung-Hsien; Hu, B. L.",JOURNAL OF HIGH ENERGY PHYSICS,"PHYSICS, PARTICLES & FIELDS",n/a,3,n/a,2016,4,11.407529,8.23,0.35,0.486,54.2644,5.541
WOS:000335279900010,10.1016/j.jcf.2013.10.013,MEDLINE:24315346,Development and evaluation of an educational web site for adults with cystic fibrosis,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000335279900010,"Anand, Anju; Tullis, Elizabeth; Stephenson, Anne; Abhyankar, Preyanka",JOURNAL OF CYSTIC FIBROSIS,RESPIRATORY SYSTEM,13,3,306-310,2014,4,15.969697,13.49,0.25,0.2965,69.3555,3.858
WOS:000392817900010,10.17269/CJPH.107.5653,MEDLINE:28026703,Corporate sponsorship of global health research: Questions to promote critical thinking about potential funding relationships,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000392817900010,"Brisbois, Ben W.; Cole, Donald C.; Davison, Colleen M.; Di Ruggiero, Erica; Hanson, Lori",CANADIAN JOURNAL OF PUBLIC HEALTH-REVUE CANADIENNE DE SANTE PUBLIQUE,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",107,5-Apr,E390-E392,2016,4,2.117647,4.49,1.89,0.891,37.4517,1.488
WOS:000396837300012,10.1017/cjn.2016.415,MEDLINE:28003035,The Ontario Neurodegenerative Disease Research Initiative (ONDRI),https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000396837300012,"Farhan, Sali M. K.; Bartha, Robert; Black, Sandra E.; Corbett, Dale; Finger, Elizabeth",CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES,CLINICAL NEUROLOGY,44,2,196-202,2017,4,0.363636,0.72,11,5.5408,5.1251,2.006
WOS:000398109500007,10.3945/an.116.014027,MEDLINE:28298272,Self-Report Dietary Assessment Tools Used in Canadian Research: A Scoping Review,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000398109500007,"Kirkpatrick, Sharon I.; Vanderlee, Lana; Raffoul, Amanda; Stapleton, Jackie; Csizmadi, Ilona",ADVANCES IN NUTRITION,NUTRITION & DIETETICS,8,2,276-289,2017,4,6.581818,6.37,0.61,0.6279,57.6691,6.853
WOS:000362541400001,10.1186/s12911-015-0203-1,MEDLINE:26453354,Opinion versus practice regarding the use of rehabilitation services in home care: an investigation using machine learning algorithms,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000362541400001,"Cheng, Lu; Zhu, Mu; Poss, Jeffrey W.; Hirdes, John P.; Glenny, Christine",BMC MEDICAL INFORMATICS AND DECISION MAKING,MEDICAL INFORMATICS,15,n/a,n/a,2015,4,7.474453,7.75,0.54,0.5161,56.299,2.134
WOS:000374235800011,10.1093/biostatistics/kxv042,MEDLINE:26598559,Sieve estimation in a Markov illness-death process under dual censoring,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000374235800011,"Boruvka, Audrey; Cook, Richard J.",BIOSTATISTICS,STATISTICS & PROBABILITY; MATHEMATICAL & COMPUTATIONAL BIOLOGY,17,2,350-363,2016,4,4.017857,3.54,1,1.1285,23.4044,1.504
WOS:000398595500024,10.1109/TIT.2017.2664811,n/a,Improving on the Cut-Set Bound via Geometric Analysis of Typical Sets,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000398595500024,"Wu, Xiugang; Ozgur, Ayfer; Xie, Liang-Liang",IEEE TRANSACTIONS ON INFORMATION THEORY,"COMPUTER SCIENCE, INFORMATION SYSTEMS; ENGINEERING, ELECTRICAL & ELECTRONIC",63,4,2254-2277,2017,4,3.359307,2.68,1.19,1.4937,18.8987,2.187
WOS:000373737400001,10.1080/15599612.2015.1095956,n/a,Closed-loop control of a 2-D mems micromirror with sidewall electrodes for a laser scanning microscope system,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000373737400001,"Chen, Hui; Chen, Albert; Sun, Wei Jie; Sun, Zhen Dong; Yeow, John T. W.",INTERNATIONAL JOURNAL OF OPTOMECHATRONICS,"ENGINEERING, ELECTRICAL & ELECTRONIC; ENGINEERING, MECHANICAL; OPTICS",10,1,13-Jan,2016,4,1.642857,5.38,2.43,0.7429,42.1258,0.882
WOS:000347613200002,10.1038/ncomms6781,MEDLINE:25488132,Destroying a topological quantum bit by condensing Ising vortices,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000347613200002,"Hao, Zhihao; Inglis, Stephen; Melko, Roger",NATURE COMMUNICATIONS,"PHYSICS, CONDENSED MATTER; MULTIDISCIPLINARY SCIENCES",5,n/a,n/a,2014,4,54.721047,17.38,0.07,0.2301,68.1257,12.353
WOS:000365860600002,10.1136/tobaccocontrol-2015-052616,MEDLINE:26420242,The lower effectiveness of text-only health warnings in China compared to pictorial health warnings in Malaysia,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000365860600002,"Elton-Marshall, Tara; Xu, Steve Shaowei; Meng, Gang; Quah, Anne C. K.; Sansone, Genevieve C.",TOBACCO CONTROL,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",24,n/a,13-Jun,2015,4,13.3,6.9,0.3,0.5794,52.6639,4.151
WOS:000424453900001,10.1080/10717544.2017.1357148,MEDLINE:28745530,"Agomelatine-based in situ gels for brain targeting via the nasal route: statistical optimization, in vitro, and in vivo evaluation",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000424453900001,"Fatouh, Ahmed M.; Elshafeey, Ahmed H.; Abdelbary, Ahmed",DRUG DELIVERY,PHARMACOLOGY & PHARMACY,24,1,1077-1085,2017,4,4.229412,2.7,0.95,1.4794,26.3067,3.095
WOS:000376091200009,10.1007/s10115-015-0871-2,n/a,Partial materialization for online analytical processing over multi-tagged document collections,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000376091200009,"Drzadzewski, Grzegorz; Tompa, Frank Wm.",KNOWLEDGE AND INFORMATION SYSTEMS,"COMPUTER SCIENCE, INFORMATION SYSTEMS; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",47,3,697-732,2016,4,4.162393,5.17,0.96,0.7741,33.3161,2.247
WOS:000405178500004,10.1103/PhysRevA.96.012311,n/a,Engineering autonomous error correction in stabilizer codes at finite temperature,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000405178500004,"Freeman, C. Daniel; Herdman, C. M.; Whaley, K. B.",PHYSICAL REVIEW A,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL; OPTICS",96,1,n/a,2017,4,3.396499,3.4,1.18,1.1749,28.8242,2.909
WOS:000387602900003,10.1186/s12889-016-3818-y,MEDLINE:27829398,Food safety knowledge of undergraduate students at a Canadian university: results of an online survey,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000387602900003,"Courtney, Sarah M.; Majowicz, Shannon E.; Dubin, Joel A.",BMC PUBLIC HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",16,n/a,n/a,2016,4,4.585034,4.49,0.87,0.891,37.4517,2.42
WOS:000327717800007,n/a,n/a,Communicating during care transitions for older hip fracture patients: family caregiver and health care provider's perspectives,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000327717800007,"Glenny, Christine; Stolee, Paul; Sheiban, Linda; Jaglal, Susan",INTERNATIONAL JOURNAL OF INTEGRATED CARE,HEALTH CARE SCIENCES & SERVICES; HEALTH POLICY & SERVICES,13,n/a,n/a,2013,4,6.153846,11.74,0.65,0.3408,63.874,1.837
WOS:000418250800022,10.1038/s41598-017-17974-y,MEDLINE:29247232,Tunable two-phonon higher-order sideband amplification in a quadratically coupled optomechanical system,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000418250800022,"Liu, Shaopeng; Yang, Wen-Xing; Shui, Tao; Zhu, Zhonghu; Chen, Ai-xi",SCIENTIFIC REPORTS,"PHYSICS, MULTIDISCIPLINARY; MULTIDISCIPLINARY SCIENCES",7,n/a,n/a,2017,4,3.60258,3.7,1.11,1.0807,25.9259,4.122
WOS:000396378300029,10.2298/TSCI140424035M,n/a,THE NEW ANALYTICAL STUDY FOR BOUNDARY-LAYER SLIP FLOW AND HEAT TRANSFER OF NANOFLUID OVER A STRETCHING SHEET,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000396378300029,"Mabood, Fazle; Khan, Wagar A.; Rashidi, Muhammad Mehdi",THERMAL SCIENCE,THERMODYNAMICS,21,1,289-301,2017,4,1.449468,3.68,2.76,1.0859,35.1346,1.433
WOS:000366156900003,10.1007/s12263-015-0490-2,MEDLINE:26386841,Fasting enriches liver triacylglycerol with n-3 polyunsaturated fatty acids: implications for understanding the adipose-liver axis in serum docosahexaenoic acid regulation,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000366156900003,"Marks, Kristin A.; Marvyn, Phillip M.; Henao, Juan J. Aristizabal; Bradley, Ryan M.; Stark, Ken D.",GENES AND NUTRITION,GENETICS & HEREDITY; NUTRITION & DIETETICS,10,6,n/a,2015,4,10.983051,10.35,0.36,0.3863,64.9089,3.211
WOS:000375468400002,10.1088/1367-2630/18/4/043031,n/a,Precise space-time positioning for entanglement harvesting,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000375468400002,"Martin-Martinez, Eduardo; Sanders, Barry C.",NEW JOURNAL OF PHYSICS,"PHYSICS, MULTIDISCIPLINARY",18,n/a,n/a,2016,4,8.323963,6.98,0.48,0.5733,40.2895,3.579
WOS:000399985000014,10.1016/j.gr.2017.02.011,n/a,Using surface regolith geochemistry to map the major crustal blocks of the Australian continent,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000399985000014,"Grunsky, E. C.; de Caritat, P.; Mueller, U. A.",GONDWANA RESEARCH,"GEOSCIENCES, MULTIDISCIPLINARY",46,n/a,227-239,2017,4,6.801105,2.96,0.59,1.3527,28.0888,5.657
WOS:000395810500009,10.1111/tpj.13326,MEDLINE:27598402,PP2A-B 'gamma modulates foliar trans-methylation capacity and the formation of 4-methoxy-indol-3-yl-methyl glucosinolate in Arabidopsis leaves,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000395810500009,"Rahikainen, Moona; Trotta, Andrea; Alegre, Sara; Pascual, Jesus; Vuorinen, Katariina",PLANT JOURNAL,PLANT SCIENCES,89,1,112-127,2017,4,7.162791,2.58,0.56,1.5499,23.9956,5.775
WOS:000325021000024,10.3390/su5094057,n/a,"The Potential Use of Agroforestry Community Gardens as a Sustainable Import-Substitution Strategy for Enhancing Food Security in Subarctic Ontario, Canada",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000325021000024,"Spiegelaar, Nicole F.; Tsuji, Leonard J. S.; Oelbermann, Maren",SUSTAINABILITY,ENVIRONMENTAL SCIENCES; GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY; ENVIRONMENTAL STUDIES,5,9,4057-4075,2013,4,9.185328,16.39,0.44,0.2441,61.0498,2.075
WOS:000357434400009,10.1074/mcp.M115.047951,MEDLINE:25907764,A Comprehensive Immunoreceptor Phosphotyrosine-based Signaling Network Revealed by Reciprocal Protein-Peptide Array Screening,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000357434400009,"Liu, Huadong; Li, Lei; Voss, Courtney; Wang, Feng; Liu, Juewen",MOLECULAR & CELLULAR PROTEOMICS,BIOCHEMICAL RESEARCH METHODS,14,7,1846-1858,2015,4,19.075314,9.99,0.21,0.4004,65.1516,5.236
WOS:000364149400005,10.1503/cmaj.151124,n/a,Recommendations in view of the prevention of fractures in the establishments of long term care,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000364149400005,"Papaioannou, Alexandra; Santesso, Nancy; Morin, Suzanne N.; Feldman, Sidney; Adachi, Jonathan D.",CANADIAN MEDICAL ASSOCIATION JOURNAL,"MEDICINE, GENERAL & INTERNAL; ENDOCRINOLOGY & METABOLISM",187,15,E450-E461,2015,4,17.611111,11.21,0.23,0.3569,68.7893,6.818
WOS:000365892400002,10.1088/1367-2630/17/11/113015,n/a,Quantum information approach to Bose-Einstein condensation of composite bosons,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000365892400002,"Lee, Su-Yong; Thompson, Jayne; Raeisi, Sadegh; Kurzynski, Pawel; Kaszlikowski, Dagomir",NEW JOURNAL OF PHYSICS,"PHYSICS, MULTIDISCIPLINARY",17,n/a,n/a,2015,4,12.126316,9.41,0.33,0.4252,46.9362,3.579
WOS:000324921400009,10.1002/rds.20051,n/a,Modeling of the perfect electromagnetic conducting boundary in the finite difference time domain method,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000324921400009,"Nayyeri, Vahid; Soleimani, Mohammad; Dehmollaian, Mojtaba",RADIO SCIENCE,REMOTE SENSING; GEOCHEMISTRY & GEOPHYSICS; TELECOMMUNICATIONS; METEOROLOGY & ATMOSPHERIC SCIENCES; ASTRONOMY & ASTROPHYSICS,48,4,453-462,2013,4,8.054795,15.7,0.5,0.2547,54.7905,1.418
WOS:000357874500006,10.1136/tobaccocontrol-2014-051878,MEDLINE:25631482,Cigarette price and other factors associated with brand choice and brand loyalty in Zambia: findings from the ITC Zambia Survey,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000357874500006,"Salloum, Ramzi G.; Goma, Fastone; Chelwa, Grieve; Cheng, Xi; Zulu, Richard",TOBACCO CONTROL,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",24,n/a,33-40,2015,4,13.3,6.9,0.3,0.5794,52.6639,4.151
WOS:000385696900043,10.1371/journal.pone.0164096,MEDLINE:27701439,"Predictors and Extent of Institutional Trust in Government, Banks, the Media and Religious Organisations: Evidence from Cross-Sectional Surveys in Six Asia-Pacific Countries",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000385696900043,"Ward, Paul R.; Miller, Emma; Pearce, Alex R.; Meyer, Samantha B.",PLOS ONE,"MULTIDISCIPLINARY SCIENCES; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",11,10,n/a,2016,4,5.532158,4.49,0.72,0.891,37.4517,2.766
WOS:000373749700015,10.5424/sjar/2016141-8859,n/a,Indole-3-acetic acid (IAA) producing Pseudomonas isolates inhibit seed germination and alpha-amylase activity in durum wheat (Triticum turgidum L.),https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000373749700015,"Tabatabaei, Samira; Ehsanzadeh, Parviz; Etesami, Hassan; Alikhani, Hossein A.; Glick, Bernard R.",SPANISH JOURNAL OF AGRICULTURAL RESEARCH,"SOIL SCIENCE; AGRICULTURE, MULTIDISCIPLINARY",14,1,n/a,2016,4,1.408163,4.2,2.84,0.9528,31.8106,0.811
