Accession Number,DOI,Pubmed ID,Article Title,Link,Authors,Source,Research Area,Volume,Issue,Pages,Publication Date,Times Cited,Journal Expected Citations,Category Expected Citations,Journal Normalized Citation Impact,Category Normalized Citation Impact,Percentile in Subject Area,Journal Impact Factor
WOS:000456907100007,10.1016/j.ecolmodel.2018.08.009,n/a,Dynamic modeling of organic carbon fates in lake ecosystems,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000456907100007,"McCullough, Ian M.; Dugan, Hilary A.; Farrell, Kaitlin J.; Morales-Williams, Ana M.; Ouyang, Zutao",ECOLOGICAL MODELLING,ECOLOGY,386,n/a,71-82,2018,1,0.762295,1.14,1.31,0.8801,46.0517,2.507
WOS:000445680200084,10.3390/nu10081036,MEDLINE:30096786,Gaps in the Evidence on Population Interventions to Reduce Consumption of Sugars: A Review of Reviews,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000445680200084,"Kirkpatrick, Sharon I.; Raffoul, Amanda; Maynard, Merryn; Lee, Kirsten M.; Stapleton, Jackie",NUTRIENTS,NUTRITION & DIETETICS,10,8,n/a,2018,1,1.582751,2.15,0.63,0.4646,63.6816,4.196
WOS:000427510300138,10.3390/app8020286,n/a,Riding the Plane Wave: Considerations for In Vivo Study Designs Employing High Frame Rate Ultrasound,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000427510300138,"Au, Jason S.; Hughson, Richard L.; Yu, Alfred C. H.",APPLIED SCIENCES-BASEL,"CHEMISTRY, MULTIDISCIPLINARY; PHYSICS, APPLIED; MATERIALS SCIENCE, MULTIDISCIPLINARY",8,2,n/a,2018,1,1.424581,5.18,0.7,0.1931,69.3691,1.689
WOS:000436778500022,10.1128/mSystems.00195-17,MEDLINE:29600285,Developing a Bacteroides System for Function-Based Screening of DNA from the Human Gut Microbiome,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000436778500022,"Lam, Kathy N.; Martens, Eric C.; Charles, Trevor C.",MSYSTEMS,MICROBIOLOGY,3,3,n/a,2018,1,1.481203,1.19,0.68,0.8407,48.4029,5.75
WOS:000445724800018,10.1021/acscentsci.8b00361,MEDLINE:30276252,Molecular Simulation of Chemical Reaction Equilibrium by Computationally Efficient Free Energy Minimization,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000445724800018,"Smith, William R.; Qi, Weikai",ACS CENTRAL SCIENCE,"CHEMISTRY, MULTIDISCIPLINARY",4,9,1185-1193,2018,1,4.202312,1.96,0.24,0.5108,52.8762,11.228
WOS:000446985200008,10.3934/ipi.2018018,n/a,NUMERICAL METHOD FOR IMAGE REGISTRATION MODEL BASED ON OPTIMAL MASS TRANSPORT,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000446985200008,"Chen, Yangang; Wan, Justin W. L.",INVERSE PROBLEMS AND IMAGING,"MATHEMATICS, APPLIED; PHYSICS, MATHEMATICAL",12,2,401-432,2018,1,0.322034,0.74,3.11,1.3606,29.5576,1.465
WOS:000432392400002,10.5194/acp-18-6801-2018,n/a,Assessing stratospheric transport in the CMAM30 simulations using ACE-FTS measurements,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000432392400002,"Kolonjari, Felicia; Plummer, David A.; Walker, Kaley A.; Boone, Chris D.; Elkins, James W.",ATMOSPHERIC CHEMISTRY AND PHYSICS,METEOROLOGY & ATMOSPHERIC SCIENCES,18,9,6801-6828,2018,1,1.900104,1.24,0.53,0.8043,49.9483,5.509
WOS:000431554300001,10.1155/2018/3810350,n/a,Software-Defined Collaborative Offloading for Heterogeneous Vehicular Networks,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000431554300001,"Quan, Wei; Wang, Kai; Liu, YaNa; Cheng, Nan; Zhang, Hongke",WIRELESS COMMUNICATIONS & MOBILE COMPUTING,"COMPUTER SCIENCE, INFORMATION SYSTEMS; TELECOMMUNICATIONS; ENGINEERING, ELECTRICAL & ELECTRONIC",n/a,n/a,n/a,2018,1,0.604915,1.06,1.65,0.9422,36.1959,0.869
WOS:000422735000004,10.1088/1367-2630/aa9c9f,n/a,Statistical inference with quantum measurements: methodologies for nitrogen vacancy centers in diamond,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000422735000004,"Hincks, Ian; Granade, Christopher; Cory, David G.",NEW JOURNAL OF PHYSICS,"PHYSICS, MULTIDISCIPLINARY",20,n/a,n/a,2018,1,1.603858,1.46,0.62,0.6839,44.2788,3.579
WOS:000445680200035,10.3390/nu10080987,MEDLINE:30060605,Accuracy of Parental Reporting of Preschoolers' Dietary Intake Using an Online Self-Administered 24-h Recall,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000445680200035,"Wallace, Angela; Kirkpatrick, Sharon I.; Darlington, Gerarda; Haines, Jess",NUTRIENTS,NUTRITION & DIETETICS,10,8,n/a,2018,1,0.779421,1.24,1.28,0.8045,49.4296,4.196
WOS:000451337400011,10.1103/PhysRevD.98.104038,n/a,Holographic thermodynamics of accelerating black holes,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000451337400011,"Anabalon, Andres; Appels, Michael; Gregory, Ruth; Kubiznak, David; Mann, Robert B.",PHYSICAL REVIEW D,"PHYSICS, PARTICLES & FIELDS; ASTRONOMY & ASTROPHYSICS",98,10,n/a,2018,1,2.393201,2.08,0.42,0.4814,58.4659,4.394
WOS:000419488200002,10.1186/s12937-017-0310-1,MEDLINE:29304866,Update on the Integrated Nutrition Pathway for Acute Care (INPAC): post implementation tailoring and toolkit to support practice improvements,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000419488200002,"Keller, Heather; Laur, Celia; Atkins, Marlis; Bernier, Paule; Butterworth, Donna",NUTRITION JOURNAL,NUTRITION & DIETETICS,17,n/a,n/a,2018,1,0.740741,1.24,1.35,0.8045,49.4296,3.568
WOS:000438170300032,10.1371/journal.pone.0200200,MEDLINE:29990356,Prevalence of chronic comorbidities in dengue fever and West Nile virus: A systematic review and meta-analysis,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000438170300032,"Badawi, Alaa; Velummailum, Russanthy; Ryoo, Seung Gwan; Senthinathan, Arrani; Yaghoubi, Sahar",PLOS ONE,INFECTIOUS DISEASES,13,7,n/a,2018,1,0.927885,1.83,1.08,0.5451,57.702,2.766
WOS:000428885200009,10.1371/journal.pcbi.1005963,MEDLINE:29494585,Ten simple rules for collaborative lesson development,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000428885200009,"Devenyi, Gabriel A.; Emonet, Remi; Harris, Rayna M.; Hertweck, Kate L.; Irving, Damien",PLOS COMPUTATIONAL BIOLOGY,MATHEMATICAL & COMPUTATIONAL BIOLOGY; BIOCHEMICAL RESEARCH METHODS,14,3,n/a,2018,1,0.166667,0.29,6,3.4388,9.6552,3.955
WOS:000446567500007,10.1007/JHEP10(2018)023,n/a,Towards a dual spin network basis for (3+1)d lattice gauge theories and topological phases,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000446567500007,"Delcamp, Clement; Dittrich, Bianca",JOURNAL OF HIGH ENERGY PHYSICS,"PHYSICS, PARTICLES & FIELDS",n/a,10,n/a,2018,1,3.002806,2.01,0.33,0.4974,58.4659,5.541
WOS:000445822600020,10.1007/978-3-319-89963-3_20,n/a,A Statistical Model Checker for Nondeterminism and Rare Events,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000445822600020,"Budde, Carlos E.; D'Argenio, Pedro R.; Hartmanns, Arnd; Sedwards, Sean","TOOLS AND ALGORITHMS FOR THE CONSTRUCTION AND ANALYSIS OF SYSTEMS, TACAS 2018, PT II","COMPUTER SCIENCE, THEORY & METHODS",10806,n/a,340-358,2018,1,0.089123,0.08,11.22,12.8207,5.9507,n/a
WOS:000431854600009,n/a,n/a,Substitution Effects and Spatial Preference Heterogeneity in Single- and Multiple-Site Choice Experiments,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000431854600009,"Logar, Ivana; Brouwer, Roy",LAND ECONOMICS,ECONOMICS; ENVIRONMENTAL STUDIES,94,2,302-322,2018,1,0.428571,0.71,2.33,1.4099,28.4923,1.5
WOS:000449791400002,10.1007/JHEP10(2018)095,n/a,NUTs and bolts beyond Lovelock,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000449791400002,"Bueno, Pablo; Cano, Pablo A.; Hennigar, Robie A.; Mann, Robert B.",JOURNAL OF HIGH ENERGY PHYSICS,"PHYSICS, PARTICLES & FIELDS",n/a,10,n/a,2018,1,3.002806,2.01,0.33,0.4974,58.4659,5.541
WOS:000418198900018,10.1136/tobaccocontrol-2016-053315,MEDLINE:28219974,The availability of smoking-permitted accommodations from Airbnb in 12 Canadian cities,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000418198900018,"Kennedy, Ryan David; Douglas, Ornell; Stehouwer, Lindsay; Dawson, Jackie",TOBACCO CONTROL,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",27,1,112-116,2018,1,2.545455,0.74,0.39,1.3605,36.0808,4.151
WOS:000436573700005,10.1016/j.tmaid.2018.02.011,MEDLINE:29486241,"Clinical outcomes and satisfaction with a pharmacist-managed travel clinic in Alberta, Canada",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000436573700005,"Houle, Sherilyn K. D.; Bascom, Christina S.; Rosenthal, Meagen M.",TRAVEL MEDICINE AND INFECTIOUS DISEASE,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; INFECTIOUS DISEASES",23,n/a,21-26,2018,1,0.651163,0.89,1.54,1.1292,36.0808,4.45
WOS:000431743500232,10.1136/bmjopen-2017-017601,MEDLINE:29306880,"Knowledge, opinions and compliance related to the 100% smoke-free law in hospitality venues in Kampala, Uganda: cross-sectional results from the KOMPLY Project",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000431743500232,"Gravely, Shannon; Nyamurungi, Kellen Namusisi; Kabwama, Steven Ndugwa; Okello, Gabriel; Robertson, Lindsay",BMJ OPEN,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",8,1,n/a,2018,1,0.499052,0.74,2,1.3605,36.0808,2.413
WOS:000434340100002,10.1186/s12889-018-5591-6,MEDLINE:29859075,Effectiveness of capacity building interventions relevant to public health practice: a systematic review,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000434340100002,"DeCorby-Watson, Kara; Mensah, Gloria; Bergeron, Kim; Abdi, Samiya; Rempel, Benjamin",BMC PUBLIC HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",18,n/a,n/a,2018,1,0.868421,1.43,1.15,0.7008,50.592,2.42
WOS:000454822700154,10.1088/1742-6596/1037/5/052037,n/a,Evaluating airfoil behaviour such as laminar separation bubbles with visualization and IR thermography methods,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000454822700154,"Ghorbanishohrat, F.; Johnson, D. A.",SCIENCE OF MAKING TORQUE FROM WIND (TORQUE 2018),"ENGINEERING, AEROSPACE; ENGINEERING, MECHANICAL",1037,n/a,n/a,2018,0,0.094002,0.05,0,0,100,n/a
WOS:000448398100065,10.3390/f9090569,n/a,Developing Allometric Equations for Estimating Shrub Biomass in a Boreal Fen,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000448398100065,"He, Annie; McDermid, Gregory J.; Rahman, Mir Mustafizur; Strack, Maria; Saraswati, Saraswati",FORESTS,FORESTRY,9,9,n/a,2018,0,0.678331,0.72,0,0,100,1.956
WOS:000454822700140,10.1088/1742-6596/1037/5/052023,n/a,In-blade Load Sensing on 3D Printed Wind Turbine Blades Using Trailing Edge Flaps,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000454822700140,"Samara, F.; Johnson, D. A.",SCIENCE OF MAKING TORQUE FROM WIND (TORQUE 2018),"ENGINEERING, AEROSPACE; ENGINEERING, MECHANICAL",1037,n/a,n/a,2018,0,0.094002,0.05,0,0,100,n/a
WOS:000451162800013,10.1167/iovs.18-23954,MEDLINE:30452600,Orientation Tuning and Contrast Dependence of Continuous Flash Suppression in Amblyopia and Normal Vision,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000451162800013,"Gao, Tina Y.; Ledgeway, Timothy; Lie, Alyssa L.; Anstice, Nicola; Black, Joanna",INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,OPHTHALMOLOGY,59,13,5462-5472,2018,0,0.678679,0.63,0,0,100,3.388
WOS:000435776600018,10.1002/ece3.4056,MEDLINE:29938061,The genetic network of greater sage-grouse: Range-wide identification of keystone hubs of connectivity,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000435776600018,"Cross, Todd B.; Schwartz, Michael K.; Naugle, David E.; Fedy, Brad C.; Row, Jeffrey R.",ECOLOGY AND EVOLUTION,ECOLOGY; EVOLUTIONARY BIOLOGY,8,11,5394-5412,2018,0,0.645933,1.23,0,0,100,2.34
WOS:000444658800010,10.1167/iovs.18-25236,MEDLINE:30242356,Dichoptic Attentive Motion Tracking is Biased Toward the Nonamblyopic Eye in Strabismic Amblyopia,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000444658800010,"Chow, AMY; Giaschi, Deborah; Thompson, Benjamin",INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,OPHTHALMOLOGY,59,11,4572-4580,2018,0,0.678679,0.63,0,0,100,3.388
WOS:000449071000101,10.1016/j.envint.2018.08.036,MEDLINE:30213473,The effect of portable HEPA filter air cleaner use during pregnancy on fetal growth: The UGAAR randomized controlled trial,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000449071000101,"Barn, Prabjit; Gombojav, Enkhjargal; Ochir, Chimedsuren; Boldbaatar, Buyantushig; Beejin, Bolor",ENVIRONMENT INTERNATIONAL,ENVIRONMENTAL SCIENCES,121,n/a,981-989,2018,0,1.862205,1.46,0,0,100,7.297
WOS:000455067000005,10.3390/d10040108,n/a,"Reconnecting Amphibian Habitat through Small Pond Construction and Enhancement, South Okanagan River Valley, British Columbia, Canada",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000455067000005,"Ashpole, Sara L.; Bishop, Christine A.; Murphy, Stephen D.",DIVERSITY-BASEL,ECOLOGY,10,4,n/a,2018,0,0.367925,1.14,0,0,100,n/a
WOS:000435567200195,10.1136/bmjopen-2018-023688,MEDLINE:29844103,Establishing a protocol for building a pan-Canadian population-based monitoring system for early childhood development for children with health disorders: Canadian Children's Health in Context Study (CCHICS),https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000435567200195,"Janus, Magdalena; Brownell, Marni; Reid-Westoby, Caroline; Bennett, Teresa; Birken, Catherine",BMJ OPEN,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",8,5,n/a,2018,0,0.499052,0.74,0,0,100,2.413
WOS:000455358300123,10.3390/en11123362,n/a,The Role of Charging Infrastructure in Electric Vehicle Implementation within Smart Grids,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000455358300123,"Kong, Qing; Fowler, Michael; Entchev, Evgueniy; Ribberink, Hajo; McCallum, Robert",ENERGIES,ENERGY & FUELS,11,12,n/a,2018,0,1.102893,2.09,0,0,100,2.676
WOS:000443671400008,10.1167/tvst.7.4.18,MEDLINE:30159211,Comparative Study of Optical Coherence Tomography Angiography and Phase-Resolved Doppler Optical Coherence Tomography for Measurement of Retinal Blood Vessels Caliber,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000443671400008,"Hosseinaee, Zohreh; Tan, Bingyao; Martinez, Adam; Bizheva, Kostadinka K.",TRANSLATIONAL VISION SCIENCE & TECHNOLOGY,OPHTHALMOLOGY,7,4,n/a,2018,0,0.496894,0.63,0,0,100,2.193
WOS:000425613700013,10.1007/s10926-017-9706-1,MEDLINE:28391503,Application of the Theoretical Domains Framework and the Behaviour Change Wheel to Understand Physicians' Behaviors and Behavior Change in Using Temporary Work Modifications for Return to Work: A Qualitative Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000425613700013,"Horppu, Ritva; Martimo, K. P.; MacEachen, E.; Lallukka, T.; Viikari-Juntura, E.",JOURNAL OF OCCUPATIONAL REHABILITATION,REHABILITATION; SOCIAL ISSUES,28,1,135-146,2018,0,0.882353,0.53,0,0,100,1.858
WOS:000451593200004,10.1007/s10664-018-9600-2,n/a,"On the correctness of electronic documents: studying, finding, and localizing inconsistency bugs in PDF readers and files",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000451593200004,"Kuchta, Tomasz; Lutellier, Thibaud; Wong, Edmund; Tan, Lin; Cadar, Cristian",EMPIRICAL SOFTWARE ENGINEERING,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",23,6,3187-3220,2018,0,0.8125,0.76,0,0,100,2.933
WOS:000445908400025,10.1088/1742-6596/972/1/012025,n/a,Investigation of converging and collimated beam instrument geometry on specular gloss measurements,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000445908400025,"Zwinkels, Joanne C.; Cote, Eric; Morgan, John",13TH INTERNATIONAL CONFERENCE ON NEW DEVELOPMENTS AND APPLICATIONS IN OPTICAL RADIOMETRY,"ENGINEERING, ELECTRICAL & ELECTRONIC; OPTICS; PHYSICS, APPLIED",972,n/a,n/a,2018,0,0.094002,0.06,0,0,100,n/a
WOS:000441147400033,10.26633/RPSP.2018.53,n/a,An economic perspective on the causal explanations for the socioeconomic inequalities in health,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000441147400033,"Curtis, Lori J.",REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",42,n/a,n/a,2018,0,0.196721,0.74,0,0,100,0.784
WOS:000433597600004,10.18332/tid/90822,n/a,Factors associated with rates of tobacco treatment delivery by General Practitioners in Greece: Missed opportunities for prevention?,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000433597600004,"Papadakis, Sophia; Girvalaki, Charis; Vardavas, Constantine; Pipe, Andrew L.; Cole, Adam",TOBACCO INDUCED DISEASES,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; SUBSTANCE ABUSE",16,n/a,n/a,2018,0,0.035714,0.84,0,0,100,1.539
WOS:000452934700029,10.1016/j.quascirev.2018.10.034,n/a,Towards a Holarctic synthesis of peatland testate amoeba ecology: Development of a new continental-scale palaeohydrological transfer function for North America and comparison to European data,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000452934700029,"Amesbury, Matthew J.; Booth, Robert K.; Roland, Thomas P.; Bunbury, Joan; Clifford, Michael J.",QUATERNARY SCIENCE REVIEWS,"GEOGRAPHY, PHYSICAL; GEOSCIENCES, MULTIDISCIPLINARY",201,n/a,483-500,2018,0,1.177083,1.07,0,0,100,4.334
WOS:000453329500001,10.3389/fimmu.2018.02957,MEDLINE:30619316,Perspective on the Development and Validation of Ab Reagents to Fish Immune Proteins for the Correct Assessment of Immune Function,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000453329500001,"Dixon, Brian; Barreda, Daniel R.; Sunyer, J. Oriol",FRONTIERS IN IMMUNOLOGY,IMMUNOLOGY,9,n/a,n/a,2018,0,0.976108,1.34,0,0,100,5.511
WOS:000426097500013,10.1007/s10340-017-0929-x,MEDLINE:29568249,Challenges of pheromone-based mating disruption of Cydia strobilella and Dioryctria abietella in spruce seed orchards,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000426097500013,"Svensson, Glenn P.; Wang, Hong-Lei; Jirle, Erling V.; Rosenberg, Olle; Liblikas, Ilme",JOURNAL OF PEST SCIENCE,ENTOMOLOGY,91,2,639-650,2018,0,1.391667,0.64,0,0,100,4.402
WOS:000449265700007,10.1038/s41393-018-0174-z,MEDLINE:30065350,"Prescription drug claims following a traumatic spinal cord injury for older adults: a retrospective population-based study in Ontario, Canada",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000449265700007,"Guilcher, Sara J. T.; Hogan, Mary-Ellen; Calzavara, Andrew; Hitzig, Sander L.; Patel, Tejal",SPINAL CORD,CLINICAL NEUROLOGY; REHABILITATION,56,11,1059-1068,2018,0,0.545455,0.72,0,0,100,1.936
WOS:000437547100013,10.1167/iovs.18-24016,MEDLINE:30025086,Psychometric Analysis of the SPEED Questionnaire and CLDEQ-8,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000437547100013,"Pucker, Andrew D.; Dougherty, Bradley E.; Jones-Jordan, Lisa A.; Kwan, Justin T.; Kunnen, Carolina M. E.",INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,OPHTHALMOLOGY,59,8,3307-3313,2018,0,0.678679,0.63,0,0,100,3.388
WOS:000444156800020,10.3934/dcds.2018255,n/a,OPEN MAPS: SMALL AND LARGE HOLES WITH UNUSUAL PROPERTIES,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000444156800020,"Hare, Kevin G.; Sidorov, Nikita",DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS,"MATHEMATICS; MATHEMATICS, APPLIED",38,11,5883-5895,2018,0,0.581132,0.49,0,0,100,1.126
WOS:000454500300001,10.1088/1361-648X/aae45a,MEDLINE:30256218,Behavior of the breathing pyrochlore lattice Ba3Yb2Zn5O11 in applied magnetic field,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000454500300001,"Rau, J. G.; Wu, L. S.; May, A. F.; Taylor, A. E.; Liu, I-Lin",JOURNAL OF PHYSICS-CONDENSED MATTER,"PHYSICS, CONDENSED MATTER",30,45,n/a,2018,0,0.967175,2.13,0,0,100,2.617
