DOI,Filename,Article Title,Authors,Source,Research Area,Publication Date,Times Cited,publisher,is-referenced-by-count,container-title,subject,crossref-data,is_oa,journal_is_oa,oa_status
10.17269/CJPH.107.5513,OA 2013-2017.csv,The efficacy of calorie labelling formats on pre-packaged foods: An experimental study among adolescents and young adults in Canada,"Acton, Rachel B.; Vanderlee, Lana; White, Christine; Hammond, David",CANADIAN JOURNAL OF PUBLIC HEALTH-REVUE CANADIENNE DE SANTE PUBLIQUE,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2016,3,Springer Nature,4,Canadian Journal of Public Health,,True,False,False,closed
10.1364/OE.21.031951,OA 2013-2017.csv,An investigation on optimum ridge width and exposed side strips width of terahertz quantum cascade lasers with metal-metal waveguides,"Xu, Chao; Razavipour, Seyed Ghasem; Wasilewski, Zbigniew; Ban, Dayan",OPTICS EXPRESS,OPTICS,2013,3,The Optical Society,4,Optics Express,,True,False,False,closed
10.1007/s10278-014-9701-4,OA 2013-2017.csv,Multi-Resolution Level Sets with Shape Priors: A Validation Report for 2D Segmentation of Prostate Gland in T2W MR Images,"Al-Qunaieer, Fares S.; Tizhoosh, Hamid R.; Rahnamayan, Shahryar",JOURNAL OF DIGITAL IMAGING,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",2014,3,Springer Science and Business Media LLC,3,Journal of Digital Imaging,Radiological and Ultrasound Technology;Radiology Nuclear Medicine and imaging;Computer Science Applications,True,True,False,green
10.1016/j.robot.2016.10.016,"OA 2013-2017.csv,OA other 2013-2017.csv",Multi-Channel Generalized-ICP: A robust framework for multi-channel scan registration,"Servos, James; Waslander, Steven L.",ROBOTICS AND AUTONOMOUS SYSTEMS,"ROBOTICS; AUTOMATION & CONTROL SYSTEMS; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",2017,3,Elsevier BV,2,Robotics and Autonomous Systems,,True,True,False,hybrid
10.4153/CJM-2013-019-x,OA 2013-2017.csv,Uniformly Continuous Functionals and M-Weakly Amenable Groups,"Forrest, Brian; Miao, Tianxuan",CANADIAN JOURNAL OF MATHEMATICS-JOURNAL CANADIEN DE MATHEMATIQUES,MATHEMATICS,2013,3,Canadian Mathematical Society,2,Canadian Journal of Mathematics,General Mathematics,True,False,False,closed
10.1007/s10551-015-2648-7,OA 2013-2017.csv,"Exporting an Inherently Harmful Product: The Marketing of Virginia Slims Cigarettes in the United States, Japan, and Korea","Dewhirst, Timothy; Lee, Wonkyong B.; Fong, Geoffrey T.; Ling, Pamela M.",JOURNAL OF BUSINESS ETHICS,ETHICS; BUSINESS,2016,3,Springer Science and Business Media LLC,7,Journal of Business Ethics,"Economics and Econometrics;General Business, Management and Accounting;Business and International Management;Arts and Humanities (miscellaneous);Law",True,True,False,green
10.3758/s13414-015-1042-y,OA 2013-2017.csv,Inharmonic music elicits more negative affect and interferes more with a concurrent cognitive task than does harmonic music,"Bonin, Tanor; Smilek, Daniel",ATTENTION PERCEPTION & PSYCHOPHYSICS,"PSYCHOLOGY; PSYCHOLOGY, EXPERIMENTAL",2016,3,Springer Science and Business Media LLC,2,"Attention, Perception, & Psychophysics",Linguistics and Language;Experimental and Cognitive Psychology;Sensory Systems;Language and Linguistics,True,True,False,bronze
10.1063/1.4996191,OA 2013-2017.csv,Surface-conduction enhanced dielectrophoretic-like particle migration in electric-field driven fluid flow through a straight rectangular microchannel,"Liu, Zhijian; Li, DI; Song, Yongxin; Pan, Xinxiang; Li, Dongqing",PHYSICS OF FLUIDS,"MECHANICS; PHYSICS, FLUIDS & PLASMAS",2017,3,AIP Publishing,5,Physics of Fluids,,True,False,False,closed
10.1139/facets-2016-0060,OA 2013-2017.csv,"Changing nitrogen deposition with low delta N-15-NH4+ and delta N-15-NO3- values at the Experimental Lakes Area, northwestern Ontario, Canada","Venkiteswaran, J. J.; Schiff, S. L.; Paterson, M. J.; Flinn, N. A. P.; Shao, H.",FACETS,ENVIRONMENTAL SCIENCES,2017,3,Canadian Science Publishing,4,FACETS,,True,True,True,gold
10.1136/bmjopen-2015-009549,OA 2013-2017.csv,Cigarette smoking susceptibility among youth alternate tobacco product users: implications of flavoured tobacco from a national cross-sectional Canadian sample (YSS 2012/2013),"Minaker, Leia M.; Shuh, Alanna; Nghia Nguyen; Azagba, Sunday; Manske, Steve R.",BMJ OPEN,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; MEDICINE, GENERAL & INTERNAL",2015,3,BMJ,3,BMJ Open,,True,True,True,gold
10.1016/j.proeps.2013.03.048,"OA 2013-2017.csv,OA other 2013-2017.csv",Redox oscillation impact on natural and engineered biogeochemical systems: chemical resilience and implications for contaminant mobility,"Charlet, Laurent; Markelova, Ekaterina; Parsons, Chris; Couture, Raoul-Marie; Made, Benoit","PROCEEDINGS OF THE FOURTEENTH INTERNATIONAL SYMPOSIUM ON WATER-ROCK INTERACTION, WRI 14","GEOSCIENCES, MULTIDISCIPLINARY",2013,3,Elsevier BV,3,Procedia Earth and Planetary Science,,True,True,False,hybrid
10.3390/ijgi2041092,OA 2013-2017.csv,Mapping Ontario's Wind Turbines: Challenges and Limitations,"Christidis, Tanya; Law, Jane",ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION,"GEOGRAPHY, PHYSICAL; REMOTE SENSING",2013,3,MDPI AG,2,ISPRS International Journal of Geo-Information,,True,True,True,gold
10.1109/ACCESS.2014.2309856,OA 2013-2017.csv,A Localized Adaptive Strategy to Calculate the Backoff Interval in Contention-Based Vehicular Networks,"Abdelkader, Tamer; Naik, Kshirasagar",IEEE ACCESS,"TELECOMMUNICATIONS; COMPUTER SCIENCE, INFORMATION SYSTEMS; ENGINEERING, ELECTRICAL & ELECTRONIC",2014,3,Institute of Electrical and Electronics Engineers (IEEE),3,IEEE Access,,True,True,False,hybrid
10.1063/1.4974779,OA 2013-2017.csv,Shaped cathodes for the production of ultra-short multi-electron pulses,"Petruk, Ariel Alcides; Pichugin, Kostyantyn; Sciaini, German",STRUCTURAL DYNAMICS,"CHEMISTRY, PHYSICAL; PHYSICS, ATOMIC, MOLECULAR & CHEMICAL",2017,3,AIP Publishing,6,Structural Dynamics,,True,True,True,gold
10.1039/c4md00197d,"OA 2013-2017.csv,OA other 2013-2017.csv",Prekinamycin and an isosteric-isoelectronic analogue exhibit comparable cytotoxicity towards K562 human leukemia cells,"Abbott, Glenn L.; Wu, Xing; Zhao, Zhufeng; Guo, Lei; Birman, Vladimir B.",MEDCHEMCOMM,"CHEMISTRY, MEDICINAL; BIOCHEMISTRY & MOLECULAR BIOLOGY",2014,3,Royal Society of Chemistry (RSC),2,Med. Chem. Commun.,,True,True,False,hybrid
10.1152/ajpcell.00285.2015,OA 2013-2017.csv,"Muscle RANK is a key regulator of Ca2+ storage, SERCA activity, and function of fast-twitch skeletal muscles","Dufresne, Sebastien S.; Dumont, Nicolas A.; Boulanger-Piette, Antoine; Fajardo, Val A.; Gamu, Daniel",AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,PHYSIOLOGY; CELL BIOLOGY,2016,3,American Physiological Society,5,American Journal of Physiology-Cell Physiology,,True,True,False,green
10.1007/JHEP09(2016)066,OA 2013-2017.csv,"A holographic model for quantum critical responses (vol 5, 073, 2016)","Myers, Robert C.; Sierens, Todd; Witczak-Krempa, William",JOURNAL OF HIGH ENERGY PHYSICS,"PHYSICS, PARTICLES & FIELDS",2016,3,Springer Nature,1,Journal of High Energy Physics,,True,True,True,gold
10.1167/15.15.9,OA 2013-2017.csv,Functional effects of unilateral open-angle glaucoma on the primary and extrastriate visual cortex,"Borges, Victor M.; Danesh-Meyer, Helen V.; Black, Joanna M.; Thompson, Benjamin",JOURNAL OF VISION,OPHTHALMOLOGY,2015,3,Association for Research in Vision and Ophthalmology (ARVO),4,Journal of Vision,,True,True,True,gold
10.1103/PhysRevLett.118.077202,OA 2013-2017.csv,Cornering Gapless Quantum States via Their Torus Entanglement,"Witczak-Krempa, William; Sierens, Lauren E. Hayward; Melko, Roger G.",PHYSICAL REVIEW LETTERS,"PHYSICS, MULTIDISCIPLINARY",2017,3,American Physical Society (APS),4,Physical Review Letters,,True,True,False,green
10.1016/j.prostr.2016.06.104,"OA 2013-2017.csv,OA other 2013-2017.csv",V-notched components under non-localized creeping condition: numerical evaluation of stresses and strains,"Gallo, Pasquale; Berto, Filippo; Glinka, Gregory","21ST EUROPEAN CONFERENCE ON FRACTURE, (ECF21)","ENGINEERING, MECHANICAL",2016,3,Elsevier BV,3,Procedia Structural Integrity,,True,True,False,hybrid
10.1016/j.proeng.2015.02.023,"OA 2013-2017.csv,OA other 2013-2017.csv",Total life approach for fatigue life estimation of welded structures,"Mikheevskiy, S.; Glinka, G.; Cordes, T.","3RD INTERNATIONAL CONFERENCE ON MATERIAL AND COMPONENT PERFORMANCE UNDER VARIABLE AMPLITUDE LOADING, VAL 2015","ENGINEERING, MECHANICAL; ENGINEERING, MULTIDISCIPLINARY",2015,3,Elsevier BV,5,Procedia Engineering,,True,True,False,hybrid
10.3141/2442-13,OA 2013-2017.csv,Real-Time Prediction of Arterial Roadway Travel Times Using Data Collected by Bluetooth Detectors,"Moghaddam, Soroush Salek; Hellinga, Bruce",TRANSPORTATION RESEARCH RECORD,"ENGINEERING, CIVIL; TRANSPORTATION SCIENCE & TECHNOLOGY; TRANSPORTATION",2014,3,SAGE Publications,4,Transportation Research Record: Journal of the Transportation Research Board,,True,False,False,closed
10.1177/1715163516641133,OA 2013-2017.csv,A literature review of the impact of pharmacy students in immunization initiatives,"Church, Dana; Johnson, Sarah; Raman-Wilms, Lalitha; Schneider, Eric; Waite, Nancy",CANADIAN PHARMACISTS JOURNAL,PHARMACOLOGY & PHARMACY,2016,3,SAGE Publications,4,Canadian Pharmacists Journal / Revue des Pharmaciens du Canada,,True,True,False,green
10.1016/j.visres.2015.04.001,OA 2013-2017.csv,Increased onset of vergence adaptation reduces excessive accommodation during the orthoptic treatment of convergence insufficiency,"Sreenivasan, Vidhyapriya; Bobier, William R.",VISION RESEARCH,PSYCHOLOGY; NEUROSCIENCES; OPHTHALMOLOGY,2015,3,Elsevier BV,4,Vision Research,,True,True,False,hybrid
10.3390/ijerph120504631,OA 2013-2017.csv,"Awareness, Trial, and Current Use of Electronic Cigarettes in 10 Countries: Findings from the ITC Project (vol 11, pg 11691, 2014)","Gravely, Shannon; Fong, Geoffrey T.; Cummings, K. Michael; Yan, Mi; Quah, Anne C. K.",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,"ENVIRONMENTAL SCIENCES; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2015,3,MDPI AG,3,International Journal of Environmental Research and Public Health,,True,True,True,gold
10.1017/S0950268816000327,OA 2013-2017.csv,Comparing listeriosis risks in at-risk populations using a user-friendly quantitative microbial risk assessment tool and epidemiological data,"Falk, L. E.; Fader, K. A.; Cui, D. S.; Totton, S. C.; Fazil, A. M.",EPIDEMIOLOGY AND INFECTION,"INFECTIOUS DISEASES; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2016,3,Cambridge University Press (CUP),3,Epidemiology and Infection,Epidemiology;Infectious Diseases,True,True,False,hybrid
10.1038/srep34237,OA 2013-2017.csv,'AND' logic gates at work: Crystal structure of Rad53 bound to Dbf4 and Cdc7,"Almawi, Ahmad W.; Matthews, Lindsay A.; Myrox, Polina; Boulton, Stephen; Lai, Christine",SCIENTIFIC REPORTS,MULTIDISCIPLINARY SCIENCES; BIOCHEMISTRY & MOLECULAR BIOLOGY,2016,3,Springer Science and Business Media LLC,8,Scientific Reports,Multidisciplinary,True,True,True,gold
10.5596/c15-021,OA 2013-2017.csv,Mobile Device Use in Pharmacy: A Multi-institutional Study of Pharmacy Students and Faculty in Canada,"Duncan, Vicky; Vokey, Sherri; Gordon, Shannon; Helwig, Melissa; Chatterley, Trish",JOURNAL OF THE CANADIAN HEALTH LIBRARIES ASSOCIATION,INFORMATION SCIENCE & LIBRARY SCIENCE,2015,3,University of Alberta Libraries,1,Journal of the Canadian Health Libraries Association / Journal de l'Association des bibliothèques de la santé du Canada,,True,True,True,gold
10.1371/journal.pone.0182951,OA 2013-2017.csv,Ranking 93 health interventions for low- and middle-income countries by cost-effectiveness,"Horton, Susan; Gelband, Hellen; Jamison, Dean; Levin, Carol; Nugent, Rachel",PLOS ONE,MULTIDISCIPLINARY SCIENCES,2017,3,Public Library of Science (PLoS),8,PLOS ONE,,True,True,True,gold
10.3389/fpls.2014.00722,OA 2013-2017.csv,The C-terminus of Bienertia sinuspersici Toc159 contains essential elements for its targeting and anchorage to the chloroplast outer membrane,"Lung, Shiu-Cheung; Smith, Matthew D.; Weston, J. Kyle; Gwynne, William; Secord, Nathan",FRONTIERS IN PLANT SCIENCE,PLANT SCIENCES,2014,3,Frontiers Media SA,3,Frontiers in Plant Science,,True,True,True,gold
10.4103/0971-6203.189479,OA 2013-2017.csv,Dosimetric and radiobiological characterizations of prostate intensity-modulated radiotherapy and volumetric-modulated arc therapy: A single-institution review of ninety cases,"Khan, Muhammad Isa; Jiang, Runqing; Kiciak, Alexander; Rehman, Jalil Ur; Afzal, Muhammad",JOURNAL OF MEDICAL PHYSICS,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",2016,3,Medknow,9,Journal of Medical Physics,,True,True,True,gold
10.1016/j.laa.2013.01.034,OA 2013-2017.csv,On matrix semigroups bounded above and below,"Popov, Alexey I.",LINEAR ALGEBRA AND ITS APPLICATIONS,"MATHEMATICS, APPLIED; MATHEMATICS",2013,3,Elsevier BV,4,Linear Algebra and its Applications,,True,True,False,hybrid
10.1002/eco.1804,"OA 2013-2017.csv,OA other 2013-2017.csv",Peatland bryophyte responses to increased light from black spruce removal,"Leonard, R.; Kettridge, N.; Krause, S.; Devito, K. J.; Granath, G.",ECOHYDROLOGY,WATER RESOURCES; ENVIRONMENTAL SCIENCES; ECOLOGY,2017,3,Wiley,3,Ecohydrology,"Earth-Surface Processes;Ecology;Aquatic Science;Ecology, Evolution, Behavior and Systematics",True,True,False,hybrid
10.1111/lam.12277,OA 2013-2017.csv,Identification of coagulase-negative staphylococci in daily disposable contact lens wearers,"Hall, B.; McCanna, D.; Jones, L.",LETTERS IN APPLIED MICROBIOLOGY,MICROBIOLOGY; BIOTECHNOLOGY & APPLIED MICROBIOLOGY,2014,3,Wiley,2,Letters in Applied Microbiology,,True,True,False,bronze
10.1093/geront/gnv062,OA 2013-2017.csv,Igniting Transformative Change in Dementia Care Through Research-based Drama,"Dupuis, Sherry L.; Mitchell, Gail J.; Jonas-Simpson, Christine M.; Whyte, Colleen P.; Gillies, Jennifer L.",GERONTOLOGIST,GERONTOLOGY,2016,3,Oxford University Press (OUP),4,The Gerontologist,,True,True,False,bronze
10.1186/s12918-015-0197-4,OA 2013-2017.csv,A correction method for systematic error in H-1-NMR time-course data validated through stochastic cell culture simulation,"Sokolenko, Stanislav; Aucoin, Marc G.",BMC SYSTEMS BIOLOGY,MATHEMATICAL & COMPUTATIONAL BIOLOGY,2015,3,Springer Nature,2,BMC Systems Biology,,True,True,True,gold
10.1016/j.bone.2016.01.030,OA 2013-2017.csv,Current and past menstrual status is an important determinant of femoral neck geometry in exercising women,"Mallinson, Rebecca J.; Williams, Nancy I.; Gibbs, Jenna C.; Koehler, Karsten; Allaway, Heather C. M.",BONE,ENDOCRINOLOGY & METABOLISM,2016,3,Elsevier BV,6,Bone,"Physiology;Endocrinology, Diabetes and Metabolism;Histology",True,True,False,green
10.1051/0004-6361/201527862,OA 2013-2017.csv,Magnetised accretion discs in Kerr spacetimes II. Hot spots,"Garcia, Federico; Ranea-Sandoval, Ignacio F.; Johannsen, Tim",ASTRONOMY & ASTROPHYSICS,ASTRONOMY & ASTROPHYSICS,2016,3,EDP Sciences,3,Astronomy & Astrophysics,,True,True,False,bronze
10.1007/JHEP12(2017)129,OA 2013-2017.csv,Entanglement and correlations in the continuous multi-scale entanglement renormalization ansatz,"Franco-Rubio, Adrian; Vidal, Guifre",JOURNAL OF HIGH ENERGY PHYSICS,"PHYSICS, PARTICLES & FIELDS",2017,3,Springer Nature,4,Journal of High Energy Physics,,True,True,True,gold
10.1371/journal.pone.0071484,OA 2013-2017.csv,Metagenomic Guilt by Association: An Operonic Perspective,"Vey, Gregory",PLOS ONE,BIOCHEMISTRY & MOLECULAR BIOLOGY; MULTIDISCIPLINARY SCIENCES,2013,3,Public Library of Science (PLoS),6,PLoS ONE,,True,True,True,gold
10.1103/PhysRevC.90.064004,OA 2013-2017.csv,Neutron interferometric measurement of the scattering length difference between the triplet and singlet states of n-He-3,"Huber, M. G.; Arif, M.; Chen, W. C.; Gentile, T. R.; Hussey, D. S.",PHYSICAL REVIEW C,"PHYSICS, NUCLEAR",2014,3,American Physical Society (APS),3,Physical Review C,,True,True,False,hybrid
10.1111/rssc.12109,OA 2013-2017.csv,Estimating controlled direct effects of restrictive feeding practices in the 'Early dieting in girls' study,"Zhu, Yeying; Ghosh, Debashis; Coffman, Donna L.; Savage, Jennifer S.",JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS,STATISTICS & PROBABILITY,2016,3,Wiley,3,Journal of the Royal Statistical Society: Series C (Applied Statistics),,True,True,False,green
10.1016/j.physletb.2017.04.076,OA 2013-2017.csv,Horizon thermodynamics from Einstein's equation of state,"Hansen, Devin; Kubiznak, David; Mann, Robert B.",PHYSICS LETTERS B,"ASTRONOMY & ASTROPHYSICS; PHYSICS, PARTICLES & FIELDS; PHYSICS, NUCLEAR",2017,3,Elsevier BV,3,Physics Letters B,,True,True,True,gold
10.1093/heapro/dau097,OA 2013-2017.csv,Multiple and concurrent sexual partnerships among men who have sex with men in Viet Nam: results from a National Internet-based Cross-sectional Survey,"Garcia, M. C.; Duong, Q. L.; Meyer, S. B.; Ward, P. R.",HEALTH PROMOTION INTERNATIONAL,"HEALTH POLICY & SERVICES; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2016,3,Oxford University Press (OUP),1,Health Promotion International,,True,True,False,bronze
10.1002/sec.1143,OA 2013-2017.csv,Conference key establishment protocol using a multivariate polynomial and its applications,"Harn, Lein; Gong, Guang",SECURITY AND COMMUNICATION NETWORKS,"COMPUTER SCIENCE, INFORMATION SYSTEMS; TELECOMMUNICATIONS",2015,3,Wiley,3,Security and Communication Networks,,True,True,False,bronze
10.1093/pubmed/fdv176,OA 2013-2017.csv,Health-seeking behaviour during times of illness: a study among adults in a resource poor setting in Ghana,"Kuuire, Vincent Z.; Bisung, Elijah; Rishworth, Andrea; Dixon, Jenna; Luginaah, Isaac",JOURNAL OF PUBLIC HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2016,3,Oxford University Press (OUP),3,Journal of Public Health,,True,True,False,bronze
10.1093/nar/gkw1143,OA 2013-2017.csv,Enhanced non-viral gene delivery by coordinated endosomal release and inhibition of beta-tubulin deactylase,"Ho, Yoon Khei; Zhou, Li Han; Tam, Kam C.; Too, Heng Phon",NUCLEIC ACIDS RESEARCH,BIOCHEMISTRY & MOLECULAR BIOLOGY,2017,3,Oxford University Press (OUP),5,Nucleic Acids Research,,True,True,True,gold
10.1167/iovs.16-20012,"OA 2013-2017.csv,OA other 2013-2017.csv",Regional Extent of Peripheral Suppression in Amblyopia,"Babu, Raiju J.; Clavagnier, Simon; Bobier, William R.; Thompson, Benjamin; Hess, Robert F.",INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,OPHTHALMOLOGY,2017,3,Association for Research in Vision and Ophthalmology (ARVO),4,Investigative Opthalmology & Visual Science,,True,True,False,hybrid
10.1167/14.13.15,OA 2013-2017.csv,Probability and the changing shape of response distributions for orientation,"Anderson, Britt",JOURNAL OF VISION,OPHTHALMOLOGY,2014,3,Association for Research in Vision and Ophthalmology (ARVO),2,Journal of Vision,,True,True,True,gold
10.1017/asb.2016.8,OA 2013-2017.csv,PRICING IN REINSURANCE BARGAINING WITH COMONOTONIC ADDITIVE UTILITY FUNCTIONS,"Boonen, Tim J.; Tan, Ken Seng; Zhuang, Sheng Chao",ASTIN BULLETIN,"STATISTICS & PROBABILITY; ECONOMICS; SOCIAL SCIENCES, MATHEMATICAL METHODS; MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",2016,3,Cambridge University Press (CUP),12,ASTIN Bulletin,Economics and Econometrics;Accounting;Finance,True,True,False,bronze
10.1126/sciadv.1501652,OA 2013-2017.csv,Real-space localization and quantification of hole distribution in chain-ladder Sr3Ca11Cu24O41 superconductor,"Bugnet, Matthieu; Loeffler, Stefan; Hawthorn, David; Dabkowska, Hanna A.; Luke, Graeme M.",SCIENCE ADVANCES,MULTIDISCIPLINARY SCIENCES,2016,3,American Association for the Advancement of Science (AAAS),6,Science Advances,,True,True,True,gold
10.1103/PhysRevB.94.064524,OA 2013-2017.csv,Spatial entanglement entropy in the ground state of the Lieb-Liniger model,"Herdman, C. M.; Roy, P. -N.; Melko, R. G.; Del Maestro, A.",PHYSICAL REVIEW B,"MATERIALS SCIENCE, MULTIDISCIPLINARY; PHYSICS, APPLIED; PHYSICS, CONDENSED MATTER",2016,3,American Physical Society (APS),4,Physical Review B,,True,True,False,hybrid
10.1093/her/cyv046,OA 2013-2017.csv,Searching for rigour in the reporting of mixed methods population health research: a methodological review,"Brown, K. M.; Elliott, S. J.; Leatherdale, S. T.; Robertson-Wilson, J.",HEALTH EDUCATION RESEARCH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; EDUCATION & EDUCATIONAL RESEARCH",2015,3,Oxford University Press (OUP),8,Health Education Research,,True,True,False,bronze
10.3356/JRR-16-32.1,OA 2013-2017.csv,NO SUBSTITUTE FOR SURVIVAL: PERTURBATION ANALYSES USING A GOLDEN EAGLE POPULATION MODEL REVEAL LIMITS TO MANAGING FOR TAKE,"Tack, Jason D.; Noon, Barry R.; Bowen, Zachary H.; Strybos, Lauren; Fedy, Bradley C.",JOURNAL OF RAPTOR RESEARCH,ORNITHOLOGY,2017,3,"The Raptor Research Foundation, Inc.",4,Journal of Raptor Research,,True,True,False,bronze
10.24043/isj.38,OA 2013-2017.csv,"Yujiale fishing tourism and island development in Changshan Archipelago, Changdao, China","Su, Ming Ming; Wall, Geoffrey; Wang, Sangui",ISLAND STUDIES JOURNAL,"SOCIAL SCIENCES, INTERDISCIPLINARY; GEOGRAPHY",2017,3,Institute of Island Studies,3,Island Studies Journal,,True,True,True,gold
10.1002/2014JD022397,OA 2013-2017.csv,"Comparison of upper tropospheric carbon monoxide from MOPITT, ACE-FTS, and HIPPO-QCLS","Martinez-Alonso, Sara; Deeter, Merritt N.; Worden, Helen M.; Gille, John C.; Emmons, Louisa K.",JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,METEOROLOGY & ATMOSPHERIC SCIENCES,2014,3,American Geophysical Union (AGU),3,Journal of Geophysical Research: Atmospheres,,True,True,False,bronze
10.1186/s12877-015-0163-4,OA 2013-2017.csv,Home support workers perceptions of family members of their older clients: a qualitative study,"Sims-Gould, Joanie; Byrne, Kerry; Tong, Catherine; Martin-Matthews, Anne",BMC GERIATRICS,GERONTOLOGY; GERIATRICS & GERONTOLOGY,2015,3,Springer Nature,2,BMC Geriatrics,,True,True,True,gold
10.1016/j.egypro.2013.06.461,"OA 2013-2017.csv,OA other 2013-2017.csv",Ex-situ dissolution of CO2 for carbon sequestration,"Cholewinski, Aleksander; Leonenko, Yuri",GHGT-11,"MATERIALS SCIENCE, MULTIDISCIPLINARY; ENERGY & FUELS",2013,3,Elsevier BV,4,Energy Procedia,,True,True,False,hybrid
10.1155/2015/835209,OA 2013-2017.csv,Antimicrobial use over a four-year period using days of therapy measurement at a Canadian pediatric acute care hospital,"Dalton, Bruce R.; MacTavish, Sandra J.; Bresee, Lauren C.; Rajapakse, Nipunie; Vanderkooi, Otto",CANADIAN JOURNAL OF INFECTIOUS DISEASES & MEDICAL MICROBIOLOGY,MICROBIOLOGY; INFECTIOUS DISEASES,2015,3,Hindawi Limited,1,Canadian Journal of Infectious Diseases and Medical Microbiology,,True,True,True,gold
10.5194/hess-21-4825-2017,OA 2013-2017.csv,A hydrological prediction system based on the SVS land-surface scheme: efficient calibration of GEM-Hydro for streamflow simulation over the Lake Ontario basin,"Gaborit, Etienne; Fortin, Vincent; Xu, Xiaoyong; Seglenieks, Frank; Tolson, Bryan",HYDROLOGY AND EARTH SYSTEM SCIENCES,"GEOSCIENCES, MULTIDISCIPLINARY; WATER RESOURCES",2017,3,Copernicus GmbH,6,Hydrology and Earth System Sciences,,True,True,True,gold
10.1016/j.laa.2016.02.019,"OA 2013-2017.csv,OA other 2013-2017.csv",Quantum graph homomorphisms via operator systems,"Ortiz, Carlos M.; Paulsen, Vern I.",LINEAR ALGEBRA AND ITS APPLICATIONS,"MATHEMATICS, APPLIED; MATHEMATICS",2016,3,Elsevier BV,4,Linear Algebra and its Applications,Geometry and Topology;Algebra and Number Theory;Numerical Analysis;Discrete Mathematics and Combinatorics,True,True,False,hybrid
10.1186/1617-9625-12-8,OA 2013-2017.csv,The association between senior student tobacco use rate at school and alternative tobacco product use among junior students in Canadian secondary schools,"Cole, Adam G.; Leatherdale, Scott T.",TOBACCO INDUCED DISEASES,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; SUBSTANCE ABUSE",2014,3,E.U. European Publishing,4,Tobacco Induced Diseases,,True,True,True,gold
10.3390/s16050662,OA 2013-2017.csv,An Efficient Seam Elimination Method for UAV Images Based on Wallis Dodging and Gaussian Distance Weight Enhancement,"Tian, Jinyan; Li, Xiaojuan; Duan, Fuzhou; Wang, Junqian; Ou, Yang",SENSORS,"ELECTROCHEMISTRY; INSTRUMENTS & INSTRUMENTATION; CHEMISTRY, ANALYTICAL",2016,3,MDPI AG,7,Sensors,,True,True,True,gold
10.1038/s41598-017-07180-1,OA 2013-2017.csv,Al-doped ZnO/Ag-nanowire Composite Electrodes for Flexible 3-Dimensional Nanowire Solar Cells,"Pathirane, Minoli K.; Khaligh, Hadi Hosseinzadeh; Goldthorpe, Irene A.; Wong, William S.",SCIENTIFIC REPORTS,"MULTIDISCIPLINARY SCIENCES; MATERIALS SCIENCE, MULTIDISCIPLINARY",2017,3,Springer Nature,8,Scientific Reports,,True,True,True,gold
10.3141/2440-10,OA 2013-2017.csv,Deicing Performance of Road Salt Modeling and Applications,"Hossain, S. M. Kamal; Fu, Liping; Lu, Chi-Yin",TRANSPORTATION RESEARCH RECORD,"TRANSPORTATION SCIENCE & TECHNOLOGY; TRANSPORTATION; ENGINEERING, CIVIL",2014,3,SAGE Publications,7,Transportation Research Record: Journal of the Transportation Research Board,,True,False,False,closed
10.1111/1541-4337.12207,OA 2013-2017.csv,A Meta-Analysis of Enriched Pasta: What Are the Effects of Enrichment and Process Specifications on the Quality Attributes of Pasta?,"Mercier, Samuel; Moresoli, Christine; Mondor, Martin; Villeneuve, Sebastien; Marcos, Bernard",COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,FOOD SCIENCE & TECHNOLOGY,2016,3,Wiley,7,Comprehensive Reviews in Food Science and Food Safety,,True,True,False,bronze
10.3847/0004-637X/822/2/115,OA 2013-2017.csv,"DETECTION OF HF TOWARD PKS 1830-211, SEARCH FOR INTERSTELLAR H2F+, AND LABORATORY STUDY OF H2F+ AND H2Cl+ DISSOCIATIVE RECOMBINATION","Kawaguchi, K.; Muller, S.; Black, J. H.; Amano, T.; Matsushima, F.",ASTROPHYSICAL JOURNAL,ASTRONOMY & ASTROPHYSICS,2016,3,American Astronomical Society,5,The Astrophysical Journal,,True,True,False,bronze
