Accession Number,DOI,Pubmed ID,Article Title,Link,Authors,Source,Research Area,Volume,Issue,Pages,Publication Date,Times Cited,Journal Expected Citations,Category Expected Citations,Journal Normalized Citation Impact,Category Normalized Citation Impact,Percentile in Subject Area,Journal Impact Factor
WOS:000439382300003,10.1109/TBME.2017.2762461,MEDLINE:29028186,Decoding Covert Somatosensory Attention by a BCI System Calibrated With Tactile Sensation,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000439382300003,"Yao, Lin; Sheng, Xinjun; Mrachacz-Kersting, Natalie; Zhu, Xiangyang; Farina, Dario",IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,"ENGINEERING, BIOMEDICAL",65,8,1689-1695,2018,2,1.618881,1.15,1.24,1.733,24.5916,4.288
WOS:000431291500032,10.1038/s41598-018-25428-2,MEDLINE:29725071,Tissue storage affects lipidome profiling in comparison to in vivo microsampling approach,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000431291500032,"Roszkowska, Anna; Yu, Miao; Bessonneau, Vincent; Bragg, Leslie; Servos, Mark",SCIENTIFIC REPORTS,BIOCHEMISTRY & MOLECULAR BIOLOGY,8,n/a,n/a,2018,2,1.078694,1.5,1.85,1.3377,28.483,4.122
WOS:000430119100021,10.1111/desc.12577,MEDLINE:28701027,Children reading spoken words: interactions between vocabulary and orthographic expectancy,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000430119100021,"Wegener, Signy; Wang, Hua-Chen; De Lissa, Peter; Robidoux, Serje; Nation, Kate",DEVELOPMENTAL SCIENCE,"PSYCHOLOGY, EXPERIMENTAL; PSYCHOLOGY, DEVELOPMENTAL",21,3,n/a,2018,2,2.072222,0.92,0.97,2.1769,19.1126,4.078
WOS:000426813200018,10.1371/journal.pone.0193592,MEDLINE:29509807,"Structural, functional and blood perfusion changes in the rat retina associated with elevated intraocular pressure, measured simultaneously with a combined OCT plus ERG system",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000426813200018,"Tan, Bingyao; MacLellan, Benjamin; Mason, Erik; Bizheva, Kostadinka",PLOS ONE,OPHTHALMOLOGY,13,3,n/a,2018,2,0.586908,0.63,3.41,3.1584,13.9379,2.766
WOS:000426338600006,10.4103/ijo.IJO_902_17,MEDLINE:29283118,Optical coherence tomography: A guide to interpretation of common macular diseases,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000426338600006,"Bhende, Muna; Shetty, Sharan; Parthasarathy, Mohana Kuppuswamy; Ramya, S.",INDIAN JOURNAL OF OPHTHALMOLOGY,OPHTHALMOLOGY,66,1,20-35,2018,2,0.518519,1.14,3.86,1.753,24.9057,0.961
WOS:000444112800043,10.3390/ma11081306,MEDLINE:30060574,Pattern-Dependent Mammalian Cell (Vero) Morphology on Tantalum/Silicon Oxide 3D Nanocomposites,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000444112800043,"Moussa, Hassan I.; Logan, Megan; Chan, Wing Y.; Wong, Kingsley; Rao, Zheng",MATERIALS,"MATERIALS SCIENCE, MULTIDISCIPLINARY",11,8,n/a,2018,2,0.883299,1.82,2.26,1.0975,32.8404,2.467
WOS:000451640500044,10.3390/ijerph15112370,MEDLINE:30373158,Stress Testing the Capacity of Health Systems to Manage Climate Change-Related Shocks and Stresses,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000451640500044,"Ebi, Kristie L.; Berry, Peter; Hayes, Katie; Boyer, Christopher; Sellers, Samuel",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; ENVIRONMENTAL SCIENCES",15,11,n/a,2018,2,0.689001,0.98,2.9,2.0453,15.2367,2.145
WOS:000425489100007,10.1103/PhysRevA.97.022328,n/a,Simple factorization of unitary transformations,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000425489100007,"de Guise, Hubert; Di Matteo, Olivia; Sanchez-Soto, Luis L.",PHYSICAL REVIEW A,"OPTICS; PHYSICS, ATOMIC, MOLECULAR & CHEMICAL",97,2,n/a,2018,2,1.295533,1.3,1.54,1.5444,25.7167,2.909
WOS:000430944000002,10.1186/s40478-018-0533-1,MEDLINE:29699580,Genetic deletion of muscle RANK or selective inhibition of RANKL is not as effective as full-length OPG-fc in mitigating muscular dystrophy,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000430944000002,"Dufresne, Sebastien S.; Boulanger-Piette, Antoine; Bosse, Sabrina; Argaw, Anteneh; Hamoudi, Dounia",ACTA NEUROPATHOLOGICA COMMUNICATIONS,NEUROSCIENCES,6,n/a,n/a,2018,2,1.384615,1.29,1.44,1.5544,26.7848,5.414
WOS:000436206600001,10.2196/mhealth.9489,MEDLINE:29884602,The Crush the Crave Quit Smoking App and Young Adult Smokers: Qualitative Case Study of Affordances,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000436206600001,"Struik, Laura L.; Bottorff, Joan L.; Baskerville, Neill Bruce; Oliffe, John L.",JMIR MHEALTH AND UHEALTH,HEALTH CARE SCIENCES & SERVICES; MEDICAL INFORMATICS,6,6,n/a,2018,2,0.702222,0.78,2.85,2.5494,15.3585,4.541
WOS:000444030000001,10.1088/1367-2630/aadcc7,n/a,From randomized bench marking experiments to gate-set circuit fidelity: how to interpret randomized benchmarking decay parameters,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000444030000001,"Carignan-Dugas, Arnaud; Boone, Kristine; Wallman, Joel J.; Emerson, Joseph",NEW JOURNAL OF PHYSICS,"PHYSICS, MULTIDISCIPLINARY",20,n/a,n/a,2018,2,1.603858,1.46,1.25,1.3677,24.7876,3.579
WOS:000431080800002,10.1186/s12882-018-0894-5,MEDLINE:29699499,Factors influencing dialysis withdrawal: a scoping review,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000431080800002,"Qazi, Hammad Ali; Chen, Helen; Zhu, Meng",BMC NEPHROLOGY,UROLOGY & NEPHROLOGY,19,n/a,n/a,2018,2,0.590909,1.44,3.38,1.3914,29.845,2.395
WOS:000435087400003,10.3390/polym10040345,n/a,Long Range Polymer Chain Dynamics of Highly Flexible Polysiloxane in Solution Probed by Pyrene Excimer Fluorescence,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000435087400003,"Thoma, Janine L.; Duhamel, Jean; Bertocchi, Michael J.; Weiss, Richard G.",POLYMERS,POLYMER SCIENCE,10,4,n/a,2018,2,0.790483,1.4,2.53,1.4294,30.3158,2.935
WOS:000439655600009,10.1093/pasj/psy027,n/a,Hitomi X-ray observation of the pulsar wind nebula G21.5-0.9,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000439655600009,"Aharonian, Felix; Akamatsu, Hiroki; Akimoto, Fumie; Allen, Steven W.; Angelini, Lorella",PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN,ASTRONOMY & ASTROPHYSICS,70,3,n/a,2018,2,5.377778,2.15,0.37,0.9307,38.2149,2.244
WOS:000443141000002,10.1103/PhysRevB.98.085153,n/a,Schmidt gap in random spin chains,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000443141000002,"Torlai, Giacomo; McAlpine, Kenneth D.; De Chiara, Gabriele",PHYSICAL REVIEW B,"PHYSICS, APPLIED; MATERIALS SCIENCE, MULTIDISCIPLINARY; PHYSICS, CONDENSED MATTER",98,8,n/a,2018,2,1.567138,1.86,1.28,1.0738,29.5089,3.813
WOS:000440959700007,10.1016/j.precamres.2018.06.004,n/a,Mesoarchean exhumation of the Akia terrane and a common Neoarchean tectonothermal history for West Greenland,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000440959700007,"Kirkland, C. L.; Yalcymchuk, C.; Hollis, J.; Heide-Jorgensen, H.; Danigik, M.",PRECAMBRIAN RESEARCH,"GEOSCIENCES, MULTIDISCIPLINARY",314,n/a,129-144,2018,2,1.525692,1.07,1.31,1.8663,22.806,3.907
WOS:000451242900002,10.1123/jpah.2018-0370,MEDLINE:30452869,Indicators of Physical Activity Among Children and Youth in 9 Countries With Low to Medium Human Development Indices: A Global Matrix 3.0 Paper,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000451242900002,"Manyanga, Taru; Barnes, Joel D.; Abdeta, Chalchisa; Adeniyi, Ade F.; Bhawra, Jasmin",JOURNAL OF PHYSICAL ACTIVITY & HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",15,n/a,S274-S283,2018,2,0.792683,0.74,2.52,2.721,15.2367,1.723
WOS:000451242900027,10.1123/jpah.2018-0475,MEDLINE:30475145,Results from India's 2018 Report Card on Physical Activity for Children and Youth,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000451242900027,"Bhawra, Jasmin; Chopra, Priyanka; Harish, Ranjani; Mohan, Anjana; Ghattu, Krishnaveni V.",JOURNAL OF PHYSICAL ACTIVITY & HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",15,n/a,S373-S374,2018,2,0.792683,0.74,2.52,2.721,15.2367,1.723
WOS:000428594500001,10.1109/ACCESS.2018.2803788,n/a,Multiple Drone-Cell Deployment Analyses and Optimization in Drone Assisted Radio Access Networks,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000428594500001,"Shi, Weisen; Li, Junling; Xu, Wenchao; Zhou, Haibo; Zhang, Ning",IEEE ACCESS,"COMPUTER SCIENCE, INFORMATION SYSTEMS; TELECOMMUNICATIONS; ENGINEERING, ELECTRICAL & ELECTRONIC",6,n/a,12518-12529,2018,2,1.002943,1.06,1.99,1.8843,17.356,3.557
WOS:000433605100007,10.1162/jocn_a_01264,MEDLINE:29668391,The Reflective Mind: Examining Individual Differences in Susceptibility to Base Rate Neglect with fMRI,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000433605100007,"Vartanian, Oshin; Beatty, Erin L.; Smith, Ingrid; Blackler, Kristen; Lam, Quan",JOURNAL OF COGNITIVE NEUROSCIENCE,"PSYCHOLOGY, EXPERIMENTAL; NEUROSCIENCES",30,7,1011-1022,2018,2,1.037313,1.06,1.93,1.8791,19.1126,3.468
WOS:000443175500011,10.1126/sciadv.aao7212,MEDLINE:29928691,Basal channels drive active surface hydrology and transverse ice shelf fracture,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000443175500011,"Dow, Christine F.; Lee, Won Sang; Greenbaum, Jamin S.; Greene, Chad A.; Blankenship, Donald D.",SCIENCE ADVANCES,"GEOSCIENCES, MULTIDISCIPLINARY",4,6,n/a,2018,2,3.436508,1.07,0.58,1.8663,22.806,11.511
WOS:000451296100010,10.3847/1538-4357/aae5f2,n/a,Missing Gamma-Ray Halos and the Need for New Physics in the Gamma-Ray Sky,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000451296100010,"Broderick, Avery E.; Tiede, Paul; Chang, Philip; Lamberts, Astrid; Pfrommer, Christoph",ASTROPHYSICAL JOURNAL,ASTRONOMY & ASTROPHYSICS,868,2,n/a,2018,2,2.107107,2.15,0.95,0.9307,38.2149,5.551
WOS:000432203600024,10.1039/c7gc03189k,n/a,Life cycle assessment of the production of surface-active alkyl polyglycosides from acid-assisted ball-milled wheat straw compared to the conventional production based on corn-starch,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000432203600024,"Briere, Raphael; Loubet, Philippe; Glogic, Edis; Estrine, Boris; Marinkovic, Sinisa",GREEN CHEMISTRY,"CHEMISTRY, MULTIDISCIPLINARY; GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY",20,9,2135-2141,2018,2,3.070881,1.81,0.65,1.1033,32.6593,8.586
WOS:000445233200015,10.1109/TBME.2018.2791567,MEDLINE:29993412,Representing Medical Images With Encoded Local Projections,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000445233200015,"Tizhoosh, Hamid R.; Babaie, Morteza",IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,"ENGINEERING, BIOMEDICAL",65,10,2267-2277,2018,2,1.618881,1.15,1.24,1.733,24.5916,4.288
WOS:000422939000007,10.1109/TNSRE.2017.2769686,MEDLINE:29324403,Performance of Brain-Computer Interfacing Based on Tactile Selective Sensation and Motor Imagery,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000422939000007,"Yao, Lin; Sheng, Xinjun; Mrachacz-Kersting, Natalie; Zhu, Xiangyang; Farina, Dario",IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,"REHABILITATION; ENGINEERING, BIOMEDICAL",26,1,60-68,2018,2,0.903614,0.74,2.21,2.6996,11.8775,3.972
WOS:000419577100002,10.1093/reseval/rvx037,n/a,Using contribution analysis to evaluate the impacts of research on policy: Getting to 'good enough',https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000419577100002,"Riley, Barbara L.; Kernoghan, Alison; Stockton, Lisa; Montague, Steve; Yessis, Jennifer",RESEARCH EVALUATION,INFORMATION SCIENCE & LIBRARY SCIENCE,27,1,16-27,2018,2,0.533333,0.58,3.75,3.4784,12.2098,2.449
WOS:000429860900011,10.1177/0885328217739451,MEDLINE:29105543,Dynamic mechanical behaviour of nanoparticle loaded biodegradable PVA films for vaginal drug delivery,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000429860900011,"Traore, Yannick L.; Fumakia, Miral; Gu, Jijin; Ho, Emmanuel A.",JOURNAL OF BIOMATERIALS APPLICATIONS,"ENGINEERING, BIOMEDICAL; MATERIALS SCIENCE, BIOMATERIALS",32,8,1119-1126,2018,2,0.700787,1.34,2.85,1.4901,24.5916,2.082
WOS:000419239900005,10.1371/journal.pone.0189048,MEDLINE:29300736,Evaluating authentication options for mobile health applications in younger and older adults,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000419239900005,"Grindrod, Kelly; Khan, Hassan; Hengartner, Urs; Ong, Stephanie; Logan, Alexander G.",PLOS ONE,MULTIDISCIPLINARY SCIENCES,13,1,n/a,2018,2,0.586908,1.26,3.41,1.5846,20.4786,2.766
WOS:000452422500007,10.1002/jcph.1316,MEDLINE:30248199,Pharmacometric Modeling and Simulation Is Essential to Pediatric Clinical Pharmacology,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000452422500007,"Neely, Michael; Bayard, David; Desai, Amit; Kovanda, Laura; Edginton, Andrea",JOURNAL OF CLINICAL PHARMACOLOGY,PHARMACOLOGY & PHARMACY,58,10,S73-S85,2018,2,1.240741,0.99,1.61,2.0126,22.4857,2.881
WOS:000419588000004,10.1093/sysbio/syx052,MEDLINE:29253296,Crowds Replicate Performance of Scientific Experts Scoring Phylogenetic Matrices of Phenotypes,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000419588000004,"O'Leary, Maureen A.; Alphonse, Kenzley; Mariangeles, Arce H.; Cavaliere, Dario; Cirranello, Andrea",SYSTEMATIC BIOLOGY,EVOLUTIONARY BIOLOGY,67,1,49-60,2018,2,4.76,1.35,0.42,1.4818,28.1957,8.523
WOS:000430521500010,10.1016/j.neuropsychologia.2018.03.017,MEDLINE:29550524,The neural systems for perceptual updating,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000430521500010,"Stoettinger, Elisabeth; Aichhorn, Markus; Anderson, Britt; Danckert, James",NEUROPSYCHOLOGIA,"PSYCHOLOGY, EXPERIMENTAL; BEHAVIORAL SCIENCES; NEUROSCIENCES",112,n/a,86-94,2018,2,1.033333,1,1.94,2.0043,19.1126,2.889
WOS:000423016700009,10.1039/c7py01980g,n/a,Side-chain engineering in naphthalenediimide-based n-type polymers for high-performance all-polymer photodetectors,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000423016700009,"Hu, Liuyong; Han, Jinfeng; Qiao, Wenqiang; Zhou, Xiaokang; Wang, Canglong",POLYMER CHEMISTRY,POLYMER SCIENCE,9,3,327-334,2018,2,1.849524,1.4,1.08,1.4294,30.3158,4.927
WOS:000427008500018,10.1111/epi.14008,MEDLINE:29377095,Development and assessment of the Quality of Life in Childhood Epilepsy Questionnaire (QOLCE-16),https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000427008500018,"Goodwin, Shane W.; Ferro, Mark A.; Speechley, Kathy N.",EPILEPSIA,CLINICAL NEUROLOGY,59,3,668-678,2018,2,1.316872,1.06,1.52,1.8827,21.0316,5.067
WOS:000436453000001,10.3389/fmicb.2018.01297,MEDLINE:30013518,Gene Expression Patterns in Roots of Camelina sativa With Enhanced Salinity Tolerance Arising From Inoculation of Soil With Plant Growth Promoting Bacteria Producing 1-Aminocyclopropane-1-Carboxylate Deaminase or Expression the Corresponding acdS Gene,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000436453000001,"Heydarian, Zohreh; Gruber, Margaret; Glick, Bernard R.; Hegedus, Dwayne D.",FRONTIERS IN MICROBIOLOGY,MICROBIOLOGY,9,n/a,n/a,2018,2,0.82898,1.19,2.41,1.6815,25.35,4.019
WOS:000422736800004,10.1111/jhn.12484,MEDLINE:28524384,Patient-reported dietetic care post hospital for free-living patients: a Canadian Malnutrition Task Force Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000422736800004,"Keller, H.; Payette, H.; Laporte, M.; Bernier, P.; Allard, J.",JOURNAL OF HUMAN NUTRITION AND DIETETICS,NUTRITION & DIETETICS,31,1,33-40,2018,2,1.458333,1.24,1.37,1.6089,26.9725,2.681
WOS:000425275200009,10.1117/1.JBO.23.2.025001,MEDLINE:29405048,Elucidating the contribution of Rayleigh scattering to the bluish appearance of veins,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000425275200009,"Van Leeuwen, Spencer R.; Baranoski, Gladimir V. G.",JOURNAL OF BIOMEDICAL OPTICS,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING; BIOCHEMICAL RESEARCH METHODS; OPTICS",23,2,n/a,2018,1,0.736434,1.08,1.36,0.9271,41.4746,2.367
WOS:000427937400001,10.5194/npg-25-217-2018,n/a,Multi-scale phenomena of rotation-modified mode-2 internal waves,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000427937400001,"Deepwell, David; Stastna, Marek; Coutino, Aaron",NONLINEAR PROCESSES IN GEOPHYSICS,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS; PHYSICS, FLUIDS & PLASMAS; GEOSCIENCES, MULTIDISCIPLINARY; METEOROLOGY & ATMOSPHERIC SCIENCES",25,1,217-231,2018,1,0.765957,1,1.31,0.9971,34.3603,1.129
WOS:000429452200001,10.1093/AJCP/AQX088,MEDLINE:29267843,Cost Analysis of Operating an Anatomic Pathology Laboratory in a Middle-Income Country,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000429452200001,"Cheah, Phaik-Leng; Looi, Lai Meng; Horton, Susan",AMERICAN JOURNAL OF CLINICAL PATHOLOGY,PATHOLOGY,149,1,7-Jan,2018,1,0.451923,0.82,2.21,1.2177,36.8571,2.413
WOS:000425934200038,10.1038/s41598-018-21833-9,MEDLINE:29476103,An integrated microfluidic device for the sorting of yeast cells using image processing,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000425934200038,"Yu, Bo Yang; Elbuken, Caglar; Shen, Chong; Huissoon, Jan Paul; Ren, Carolyn L.",SCIENTIFIC REPORTS,"CHEMISTRY, ANALYTICAL",8,n/a,n/a,2018,1,1.078694,1.55,0.93,0.6432,54.0729,4.122
WOS:000437397400038,10.5751/ES-10166-230238,n/a,Navigating emergence and system reflexivity as key transformative capacities: experiences from a Global Fellowship program,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000437397400038,"Moore, Michele-Lee; Olsson, Per; Nilsson, Warren; Rose, Loretta; Westley, Frances R.",ECOLOGY AND SOCIETY,ENVIRONMENTAL STUDIES; ECOLOGY,23,2,n/a,2018,1,1.017647,1.06,0.98,0.9444,43.0182,3.256
WOS:000426131300005,10.1139/er-2017-0002,n/a,Fate and transport of free-phase and dissolved-phase hydrocarbons in peat and peatlands: developing a conceptual model,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000426131300005,"Gharedaghloo, Behrad; Price, Jonathan S.",ENVIRONMENTAL REVIEWS,ENVIRONMENTAL SCIENCES,26,1,55-68,2018,1,1.333333,3.25,0.75,0.3077,66.9944,3.328
WOS:000428427800013,10.1139/apnm-2017-0653,MEDLINE:29206474,Trace lithium in Texas tap water is negatively associated with all-cause mortality and premature death,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000428427800013,"Fajardo, Val Andrew; LeBlanc, Paul J.; Fajardo, Val Andrei",APPLIED PHYSIOLOGY NUTRITION AND METABOLISM,SPORT SCIENCES; PHYSIOLOGY; NUTRITION & DIETETICS,43,4,412-414,2018,1,0.617284,0.98,1.62,1.0219,38.9601,2.518
WOS:000427469000010,10.1109/ACCESS.2018.2799605,n/a,Elastic Energy Distribution of Local Area Packetized Power Networks to Mitigate Distribution Level Load Fluctuation,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000427469000010,"Ma, Jinghuan; Zhang, Ning; Shen, Xuemin",IEEE ACCESS,"COMPUTER SCIENCE, INFORMATION SYSTEMS; TELECOMMUNICATIONS; ENGINEERING, ELECTRICAL & ELECTRONIC",6,n/a,8219-8231,2018,1,1.002943,1.06,1,0.9422,36.1959,3.557
WOS:000426940300014,10.1016/j.ypmed.2017.11.026,MEDLINE:29197536,Do school physical activity policies and programs have a role in decreasing multiple screen time behaviours among youth?,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000426940300014,"Katapally, Tarun R.; Laxer, Rachel E.; Qian, Wei; Leatherdale, Scott T.",PREVENTIVE MEDICINE,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",110,n/a,106-113,2018,1,0.945525,0.74,1.06,1.3605,36.0808,3.483
