DOI,publisher,is-referenced-by-count,container-title,subject
10.1016/j.jqsrt.2013.07.002,Elsevier BV,1940,Journal of Quantitative Spectroscopy and Radiative Transfer,"Spectroscopy;Atomic and Molecular Physics, and Optics;Radiation"
10.1126/science.aac4716,American Association for the Advancement of Science (AAAS),1758,Science,
10.1016/S0140-6736(15)01024-7,Elsevier BV,1107,The Lancet,General Medicine
10.1016/S0140-6736(13)60996-4,Elsevier BV,893,The Lancet,General Medicine
10.1038/ncomms6682,Springer Science and Business Media LLC,762,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1109/TSG.2013.2295514,Institute of Electrical and Electronics Engineers (IEEE),759,IEEE Transactions on Smart Grid,
10.1038/nature12760,Springer Science and Business Media LLC,675,Nature,Multidisciplinary
10.1126/science.aaf6644,American Association for the Advancement of Science (AAAS),719,Science,
10.1038/ncomms5759,Springer Science and Business Media LLC,609,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1109/MCOM.2014.6815897,Institute of Electrical and Electronics Engineers (IEEE),415,IEEE Communications Magazine,Computer Networks and Communications;Electrical and Electronic Engineering;Computer Science Applications
10.1109/COMST.2015.2477041,Institute of Electrical and Electronics Engineers (IEEE),413,IEEE Communications Surveys & Tutorials,
10.1002/anie.201410174,Wiley,455,Angewandte Chemie International Edition,
10.1039/c3ee40697k,Royal Society of Chemistry (RSC),427,Energy & Environmental Science,
10.1038/NMICROBIOL.2016.48,Springer Science and Business Media LLC,513,Nature Microbiology,Immunology;Microbiology (medical);Applied Microbiology and Biotechnology;Genetics;Cell Biology;Microbiology
10.1016/j.amepre.2012.10.018,Elsevier BV,369,American Journal of Preventive Medicine,
10.1007/s10633-014-9473-7,Springer Science and Business Media LLC,333,Documenta Ophthalmologica,Ophthalmology;Physiology (medical);Sensory Systems
10.1103/PhysRevLett.111.127201,American Physical Society (APS),374,Physical Review Letters,
10.1038/nature11983,Springer Science and Business Media LLC,392,Nature,Multidisciplinary
10.1016/j.micres.2013.09.009,Elsevier BV,466,Microbiological Research,
10.1021/nn305559j,American Chemical Society (ACS),376,ACS Nano,General Engineering;General Physics and Astronomy;General Materials Science
10.1093/mnras/stt601,Oxford University Press (OUP),339,Monthly Notices of the Royal Astronomical Society,
10.1103/PhysRevLett.115.250402,American Physical Society (APS),354,Physical Review Letters,
10.1016/S0140-6736(15)01044-2,Elsevier BV,374,The Lancet,
10.1002/adma.201502467,Wiley,345,Advanced Materials,
10.1039/c3ta01402a,Royal Society of Chemistry (RSC),316,Journal of Materials Chemistry A,"Renewable Energy, Sustainability and the Environment;General Materials Science;General Chemistry"
10.1093/nar/gkw1004,Oxford University Press (OUP),379,Nucleic Acids Research,
10.1021/nn404439r,American Chemical Society (ACS),283,ACS Nano,
10.1109/SURV.2012.090512.00043,Institute of Electrical and Electronics Engineers (IEEE),297,IEEE Communications Surveys & Tutorials,Electrical and Electronic Engineering
10.1093/mnras/sts612,Oxford University Press (OUP),263,Monthly Notices of the Royal Astronomical Society,
10.1002/adma.201305981,Wiley,269,Advanced Materials,Mechanical Engineering;General Materials Science;Mechanics of Materials
10.1002/anie.201205354,Wiley,281,Angewandte Chemie International Edition,General Chemistry;Catalysis
10.1103/PhysRevX.4.031035,American Physical Society (APS),177,Physical Review X,
10.1103/PhysRevLett.110.260601,American Physical Society (APS),250,Physical Review Letters,
10.1021/ma4017696,American Chemical Society (ACS),268,Macromolecules,
10.1021/nl4030159,American Chemical Society (ACS),244,Nano Letters,
10.1093/mnras/stt928,Oxford University Press (OUP),228,Monthly Notices of the Royal Astronomical Society,
10.1093/mnras/stt041,Oxford University Press (OUP),234,Monthly Notices of the Royal Astronomical Society,
10.1093/mnras/sts454,Oxford University Press (OUP),226,Monthly Notices of the Royal Astronomical Society,Space and Planetary Science;Astronomy and Astrophysics
10.1021/jz401763d,American Chemical Society (ACS),249,The Journal of Physical Chemistry Letters,
10.3945/jn.115.219634,Oxford University Press (OUP),229,The Journal of Nutrition,
10.1103/PhysRevLett.113.171601,American Physical Society (APS),234,Physical Review Letters,
10.1002/adma.201604685,Wiley,282,Advanced Materials,
10.1007/JHEP07(2014)033,Springer Nature,205,Journal of High Energy Physics,
10.1109/TMC.2012.142,Institute of Electrical and Electronics Engineers (IEEE),221,IEEE Transactions on Mobile Computing,Computer Networks and Communications;Electrical and Electronic Engineering;Software
10.1109/TPWRS.2012.2200049,Institute of Electrical and Electronics Engineers (IEEE),208,IEEE Transactions on Power Systems,Electrical and Electronic Engineering;Energy Engineering and Power Technology
10.1038/NENERGY.2016.119,Springer Science and Business Media LLC,291,Nature Energy,
10.1002/aenm.201501636,Wiley,209,Advanced Energy Materials,
10.1039/c5mh00246j,Royal Society of Chemistry (RSC),209,Materials Horizons,
10.1103/PhysRevLett.114.140401,American Physical Society (APS),194,Physical Review Letters,
10.1016/j.earscirev.2013.02.001,Elsevier BV,194,Earth-Science Reviews,
10.1093/mnrasl/sls053,Oxford University Press (OUP),192,Monthly Notices of the Royal Astronomical Society: Letters,
10.1109/TSG.2013.2294187,Institute of Electrical and Electronics Engineers (IEEE),187,IEEE Transactions on Smart Grid,
10.1109/TIP.2012.2221725,Institute of Electrical and Electronics Engineers (IEEE),187,IEEE Transactions on Image Processing,Software;Computer Graphics and Computer-Aided Design
10.1038/nature24621,Springer Nature,207,Nature,Multidisciplinary
10.1021/acsnano.5b07458,American Chemical Society (ACS),187,ACS Nano,
10.1038/NPHYS4035,Springer Science and Business Media LLC,218,Nature Physics,General Physics and Astronomy
10.1021/am302903n,American Chemical Society (ACS),164,ACS Applied Materials & Interfaces,
10.1109/MWC.2015.7143339,Institute of Electrical and Electronics Engineers (IEEE),171,IEEE Wireless Communications,
10.1021/acsnano.5b07347,American Chemical Society (ACS),190,ACS Nano,
10.1557/mrs.2014.86,Cambridge University Press (CUP),177,MRS Bulletin,Physical and Theoretical Chemistry;General Materials Science;Condensed Matter Physics
10.1038/ncomms4546,Springer Science and Business Media LLC,151,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1039/c6ee00194g,Royal Society of Chemistry (RSC),179,Energy & Environmental Science,
10.1016/j.jmmm.2014.09.013,Elsevier BV,154,Journal of Magnetism and Magnetic Materials,
10.1038/nature13460,Springer Science and Business Media LLC,133,Nature,Multidisciplinary
10.1109/MCOM.2015.7010536,Institute of Electrical and Electronics Engineers (IEEE),142,IEEE Communications Magazine,
10.1039/c4ee00372a,Royal Society of Chemistry (RSC),175,Energy Environ. Sci.,
10.1021/acs.nanolett.5b01727,American Chemical Society (ACS),169,Nano Letters,
10.1109/TWC.2012.121112.120018,Institute of Electrical and Electronics Engineers (IEEE),161,IEEE Transactions on Wireless Communications,Electrical and Electronic Engineering;Applied Mathematics;Computer Science Applications
10.1016/j.envsoft.2013.03.017,Elsevier BV,160,Environmental Modelling & Software,
10.1021/ja511444e,American Chemical Society (ACS),163,Journal of the American Chemical Society,
10.1103/PhysRevD.90.065001,American Physical Society (APS),58,Physical Review D,
10.1371/journal.pone.0058640,Public Library of Science (PLoS),67,PLoS ONE,"General Biochemistry, Genetics and Molecular Biology;General Agricultural and Biological Sciences;General Medicine"
10.3390/galaxies2010089,MDPI AG,155,Galaxies,
10.1007/JHEP07(2015)149,Springer Nature,149,Journal of High Energy Physics,
10.1016/j.aop.2014.11.008,Elsevier BV,156,Annals of Physics,General Physics and Astronomy
10.1001/jamainternmed.2013.189,American Medical Association (AMA),143,JAMA Internal Medicine,
10.1021/nl504126u,American Chemical Society (ACS),164,Nano Letters,
10.1007/s11051-013-2007-5,Springer Science and Business Media LLC,18,Journal of Nanoparticle Research,"Modelling and Simulation;General Materials Science;Atomic and Molecular Physics, and Optics;Bioengineering;General Chemistry;Condensed Matter Physics"
10.1002/adma.201603040,Wiley,162,Advanced Materials,
10.1126/science.1229957,American Association for the Advancement of Science (AAAS),153,Science,Multidisciplinary
10.1073/pnas.1509120112,Proceedings of the National Academy of Sciences,152,Proceedings of the National Academy of Sciences,
10.1038/nature18627,Springer Science and Business Media LLC,169,Nature,Multidisciplinary
10.1038/NCHEM.2260,Springer Nature,165,Nature Chemistry,General Chemistry;General Chemical Engineering
10.1007/JHEP05(2013)093,Springer Nature,143,Journal of High Energy Physics,
10.1103/PhysRevLett.114.060404,American Physical Society (APS),143,Physical Review Letters,
10.1002/aenm.201301389,Wiley,152,Advanced Energy Materials,
10.1039/c3ee40914g,Royal Society of Chemistry (RSC),146,Energy & Environmental Science,
10.1039/c2ta00105e,Royal Society of Chemistry (RSC),140,J. Mater. Chem. A,"Renewable Energy, Sustainability and the Environment;General Materials Science;General Chemistry"
10.1088/0004-637X/795/1/44,IOP Publishing,149,The Astrophysical Journal,
10.1103/PhysRevLett.110.197402,American Physical Society (APS),141,Physical Review Letters,
10.1038/NPHYS3905,Springer Science and Business Media LLC,149,Nature Physics,General Physics and Astronomy
10.1186/cc12901,Springer Nature,149,Critical Care,
10.1103/PhysRevD.88.101502,American Physical Society (APS),127,Physical Review D,Nuclear and High Energy Physics
10.1073/pnas.1611740113,Proceedings of the National Academy of Sciences,152,Proceedings of the National Academy of Sciences,
10.1039/c4ee02587c,Royal Society of Chemistry (RSC),142,Energy & Environmental Science,
10.1103/PhysRevB.91.085425,American Physical Society (APS),139,Physical Review B,
10.1039/c4cc08980d,Royal Society of Chemistry (RSC),143,Chemical Communications,
10.1109/TPWRS.2012.2207972,Institute of Electrical and Electronics Engineers (IEEE),139,IEEE Transactions on Power Systems,Electrical and Electronic Engineering;Energy Engineering and Power Technology
10.1109/TPWRS.2012.2213309,Institute of Electrical and Electronics Engineers (IEEE),141,IEEE Transactions on Power Systems,
10.1109/TPDS.2012.146,Institute of Electrical and Electronics Engineers (IEEE),141,IEEE Transactions on Parallel and Distributed Systems,
10.1038/nenergy.2017.119,Springer Nature,178,Nature Energy,
10.1021/bm500663w,American Chemical Society (ACS),136,Biomacromolecules,
10.1109/TMC.2013.129,Institute of Electrical and Electronics Engineers (IEEE),111,IEEE Transactions on Mobile Computing,
10.1021/ja508794r,American Chemical Society (ACS),145,Journal of the American Chemical Society,
10.1016/j.cjca.2012.10.007,Elsevier BV,126,Canadian Journal of Cardiology,Cardiology and Cardiovascular Medicine
10.1002/adfm.201400161,Wiley,125,Advanced Functional Materials,
10.1002/adma.201301082,Wiley,143,Advanced Materials,
10.1109/TNSM.2013.013013.110202,Institute of Electrical and Electronics Engineers (IEEE),121,IEEE Transactions on Network and Service Management,
10.1109/TPWRS.2012.2195785,Institute of Electrical and Electronics Engineers (IEEE),115,IEEE Transactions on Power Systems,Electrical and Electronic Engineering;Energy Engineering and Power Technology
10.1016/j.plaphy.2014.04.003,Elsevier BV,148,Plant Physiology and Biochemistry,
10.1016/j.aml.2015.07.002,Elsevier BV,119,Applied Mathematics Letters,
10.1109/TPDS.2013.124,Institute of Electrical and Electronics Engineers (IEEE),135,IEEE Transactions on Parallel and Distributed Systems,
10.1109/TVT.2013.2251374,Institute of Electrical and Electronics Engineers (IEEE),119,IEEE Transactions on Vehicular Technology,
10.1039/c2ta01064j,Royal Society of Chemistry (RSC),129,Journal of Materials Chemistry A,"Renewable Energy, Sustainability and the Environment;General Materials Science;General Chemistry"
10.1103/PhysRevB.88.125105,American Physical Society (APS),120,Physical Review B,
10.1039/c3ta12329d,Royal Society of Chemistry (RSC),127,Journal of Materials Chemistry A,"Renewable Energy, Sustainability and the Environment;General Materials Science;General Chemistry"
10.1038/NMAT4295,Springer Nature,121,Nature Materials,Mechanical Engineering;General Materials Science;Mechanics of Materials;General Chemistry;Condensed Matter Physics
10.1080/09669582.2012.673621,Informa UK Limited,117,Journal of Sustainable Tourism,"Tourism, Leisure and Hospitality Management;Geography, Planning and Development"
10.1109/MVT.2015.2496240,Institute of Electrical and Electronics Engineers (IEEE),111,IEEE Vehicular Technology Magazine,
10.1039/c5ee01365h,Royal Society of Chemistry (RSC),135,Energy & Environmental Science,
10.1103/PhysRevA.88.032305,American Physical Society (APS),124,Physical Review A,
10.1126/science.1244845,American Association for the Advancement of Science (AAAS),119,Science,
10.1136/bjsports-2013-093218,BMJ,132,British Journal of Sports Medicine,"Physical Therapy, Sports Therapy and Rehabilitation;Orthopedics and Sports Medicine;General Medicine"
10.1109/TIP.2013.2251643,Institute of Electrical and Electronics Engineers (IEEE),111,IEEE Transactions on Image Processing,
10.1021/ac401845p,American Chemical Society (ACS),121,Analytical Chemistry,
10.1103/PhysRevLett.113.247203,American Physical Society (APS),119,Physical Review Letters,
10.1093/mnras/stt2013,Oxford University Press (OUP),117,Monthly Notices of the Royal Astronomical Society,
10.1088/0004-637X/772/2/82,IOP Publishing,114,The Astrophysical Journal,Space and Planetary Science;Astronomy and Astrophysics
10.1002/anie.201600750,Wiley,128,Angewandte Chemie International Edition,
10.1002/aenm.201400867,Wiley,125,Advanced Energy Materials,
10.1038/NPHYS3040,Springer Science and Business Media LLC,127,Nature Physics,General Physics and Astronomy
10.1021/acs.nanolett.6b03626,American Chemical Society (ACS),141,Nano Letters,
10.1109/LSP.2014.2372333,Institute of Electrical and Electronics Engineers (IEEE),14,IEEE Signal Processing Letters,
10.1515/pac-2014-0208,Walter de Gruyter GmbH,103,Pure and Applied Chemistry,General Chemistry;General Chemical Engineering
10.1016/j.trac.2012.10.006,Elsevier BV,124,TrAC Trends in Analytical Chemistry,Analytical Chemistry;Spectroscopy
10.1056/NEJMoa1609014,Massachusetts Medical Society,116,New England Journal of Medicine,
10.1103/PhysRevLett.113.147204,American Physical Society (APS),115,Physical Review Letters,
10.1016/j.tafmec.2013.12.004,Elsevier BV,127,Theoretical and Applied Fracture Mechanics,Mechanical Engineering;General Materials Science;Applied Mathematics;Condensed Matter Physics
10.1086/691697,University of Chicago Press,90,Journal of the Association of Environmental and Resource Economists,
10.1126/science.1250217,American Association for the Advancement of Science (AAAS),126,Science,
10.1093/mnras/stt030,Oxford University Press (OUP),108,Monthly Notices of the Royal Astronomical Society,
10.2134/jeq2014.04.0163,American Society of Agronomy,91,Journal of Environment Quality,
10.1186/1556-276X-8-235,Springer Nature,117,Nanoscale Research Letters,
10.1109/TIE.2012.2230606,Institute of Electrical and Electronics Engineers (IEEE),113,IEEE Transactions on Industrial Electronics,Control and Systems Engineering;Electrical and Electronic Engineering
10.1021/acs.nanolett.6b05137,American Chemical Society (ACS),122,Nano Letters,
10.1109/COMST.2015.2410831,Institute of Electrical and Electronics Engineers (IEEE),125,IEEE Communications Surveys & Tutorials,
10.1002/er.1956,Wiley,123,International Journal of Energy Research,"Fuel Technology;Renewable Energy, Sustainability and the Environment;Energy Engineering and Power Technology;Nuclear Energy and Engineering"
10.1111/mcn.12080,Wiley,127,Maternal & Child Nutrition,
10.3945/ajcn.114.083238,Oxford University Press (OUP),109,The American Journal of Clinical Nutrition,
10.1109/JSAC.2013.130413,Institute of Electrical and Electronics Engineers (IEEE),110,IEEE Journal on Selected Areas in Communications,
10.1021/jacs.7b00601,American Chemical Society (ACS),137,Journal of the American Chemical Society,
10.1038/nmat4788,Springer Nature,116,Nature Materials,Mechanical Engineering;General Materials Science;Mechanics of Materials;General Chemistry;Condensed Matter Physics
10.1109/MSP.2014.2332611,Institute of Electrical and Electronics Engineers (IEEE),109,IEEE Signal Processing Magazine,
10.1103/PhysRevLett.113.187202,American Physical Society (APS),112,Physical Review Letters,
10.1021/cs5003806,American Chemical Society (ACS),113,ACS Catalysis,
10.1038/ncomms4821,Springer Science and Business Media LLC,104,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1007/JHEP09(2014)080,Springer Nature,94,Journal of High Energy Physics,
10.1103/PhysRevLett.111.053601,American Physical Society (APS),102,Physical Review Letters,
10.1038/s41565-017-0034-6,Springer Nature,161,Nature Nanotechnology,
10.1021/acs.chemmater.5b03983,American Chemical Society (ACS),108,Chemistry of Materials,
10.1016/j.apgeochem.2015.02.008,Elsevier BV,98,Applied Geochemistry,
10.1038/srep01378,Springer Science and Business Media LLC,108,Scientific Reports,Multidisciplinary
10.1002/aenm.201601630,Wiley,111,Advanced Energy Materials,
10.1002/2013WR013725,American Geophysical Union (AGU),102,Water Resources Research,Water Science and Technology
10.1109/TIT.2014.2329865,Institute of Electrical and Electronics Engineers (IEEE),114,IEEE Transactions on Information Theory,
10.1016/j.omega.2013.09.005,Elsevier BV,109,Omega,
10.1088/0067-0049/206/1/3,IOP Publishing,100,The Astrophysical Journal Supplement Series,
10.1039/c6ee00724d,Royal Society of Chemistry (RSC),121,Energy & Environmental Science,
10.1109/TSTE.2012.2235151,Institute of Electrical and Electronics Engineers (IEEE),100,IEEE Transactions on Sustainable Energy,
10.1186/s12889-015-1733-2,Springer Nature,96,BMC Public Health,"Public Health, Environmental and Occupational Health"
10.1037/a0028793,American Psychological Association (APA),111,Developmental Psychology,Life-span and Life-course Studies;Developmental and Educational Psychology;Demography
10.1093/mnras/sts493,Oxford University Press (OUP),99,Monthly Notices of the Royal Astronomical Society,Space and Planetary Science;Astronomy and Astrophysics
10.1021/acs.nanolett.6b01897,American Chemical Society (ACS),107,Nano Letters,
10.1080/03066150.2013.875536,Informa UK Limited,116,The Journal of Peasant Studies,Arts and Humanities (miscellaneous);Cultural Studies;Anthropology
10.1056/NEJMoa1503734,Massachusetts Medical Society,114,New England Journal of Medicine,
10.1126/sciadv.1501258,American Association for the Advancement of Science (AAAS),104,Science Advances,
10.1039/c4ta06538g,Royal Society of Chemistry (RSC),104,Journal of Materials Chemistry A,
10.15252/msb.20145379,EMBO,131,Molecular Systems Biology,"General Biochemistry, Genetics and Molecular Biology;Computational Theory and Mathematics;General Immunology and Microbiology;Applied Mathematics;General Agricultural and Biological Sciences;Information Systems"
10.1093/mnras/stt109,Oxford University Press (OUP),99,Monthly Notices of the Royal Astronomical Society,
10.1109/TCNS.2015.2459391,Institute of Electrical and Electronics Engineers (IEEE),93,IEEE Transactions on Control of Network Systems,
10.1002/aenm.201401801,Wiley,107,Advanced Energy Materials,
10.1039/c3ta14590e,Royal Society of Chemistry (RSC),98,Journal of Materials Chemistry A,"Renewable Energy, Sustainability and the Environment;General Materials Science;General Chemistry"
10.1002/aenm.201200825,Wiley,99,Advanced Energy Materials,
10.1103/PhysRevD.87.104017,American Physical Society (APS),84,Physical Review D,
10.1093/mnras/stt259,Oxford University Press (OUP),93,Monthly Notices of the Royal Astronomical Society,Space and Planetary Science;Astronomy and Astrophysics
10.1016/j.cageo.2015.04.007,Elsevier BV,113,Computers & Geosciences,
10.1007/s10570-014-0168-8,Springer Science and Business Media LLC,95,Cellulose,Polymers and Plastics
10.1103/RevModPhys.89.015002,American Physical Society (APS),102,Reviews of Modern Physics,
10.1002/adma.201502853,Wiley,108,Advanced Materials,
10.1038/ncomms6718,Springer Science and Business Media LLC,102,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1109/TDSC.2015.2406704,Institute of Electrical and Electronics Engineers (IEEE),107,IEEE Transactions on Dependable and Secure Computing,
10.1016/j.gca.2015.02.025,Elsevier BV,102,Geochimica et Cosmochimica Acta,
10.1103/PhysRevB.91.245157,American Physical Society (APS),94,Physical Review B,
10.1088/0004-637X/784/1/7,IOP Publishing,100,The Astrophysical Journal,
10.1016/j.tourman.2012.08.003,Elsevier BV,91,Tourism Management,"Tourism, Leisure and Hospitality Management;Strategy and Management;Development;Transportation"
10.1109/TAP.2013.2260517,Institute of Electrical and Electronics Engineers (IEEE),85,IEEE Transactions on Antennas and Propagation,
10.1088/1367-2630/15/3/033001,IOP Publishing,95,New Journal of Physics,General Physics and Astronomy
10.1002/smll.201302182,Wiley,102,Small,
10.1126/science.1252875,American Association for the Advancement of Science (AAAS),89,Science,Multidisciplinary
10.1007/JHEP01(2015)121,Springer Nature,91,Journal of High Energy Physics,
10.1371/journal.pone.0056176,Public Library of Science (PLoS),109,PLoS ONE,
10.1136/tobaccocontrol-2016-052934,BMJ,109,Tobacco Control,
10.1016/j.ancene.2015.09.004,Elsevier BV,111,Anthropocene,
10.1016/j.isprsjprs.2013.11.005,Elsevier BV,90,ISPRS Journal of Photogrammetry and Remote Sensing,"Computers in Earth Sciences;Engineering (miscellaneous);Atomic and Molecular Physics, and Optics;Computer Science Applications"
10.1097/ICL.0b013e318271caf4,Ovid Technologies (Wolters Kluwer Health),88,Eye & Contact Lens: Science & Clinical Practice,Ophthalmology
10.1109/TSG.2012.2226064,Institute of Electrical and Electronics Engineers (IEEE),96,IEEE Transactions on Smart Grid,
10.1007/s10608-013-9588-2,Springer Science and Business Media LLC,98,Cognitive Therapy and Research,Experimental and Cognitive Psychology;Clinical Psychology
10.1111/faf.12016,Wiley,93,Fish and Fisheries,"Aquatic Science;Ecology, Evolution, Behavior and Systematics;Oceanography;Management, Monitoring, Policy and Law"
10.1109/TSG.2012.2228240,Institute of Electrical and Electronics Engineers (IEEE),88,IEEE Transactions on Smart Grid,
10.1016/j.cognition.2012.09.012,Elsevier BV,73,Cognition,Linguistics and Language;Experimental and Cognitive Psychology;Cognitive Neuroscience;Developmental and Educational Psychology;Language and Linguistics
10.1021/acsnano.5b02075,American Chemical Society (ACS),99,ACS Nano,
10.1089/fpd.2013.1704,Mary Ann Liebert Inc,96,Foodborne Pathogens and Disease,
10.1103/PhysRevB.90.174302,American Physical Society (APS),90,Physical Review B,
10.1016/j.matdes.2013.04.056,Elsevier BV,110,Materials & Design,
10.1093/mnras/stt276,Oxford University Press (OUP),86,Monthly Notices of the Royal Astronomical Society,Space and Planetary Science;Astronomy and Astrophysics
10.1111/j.1365-2478.2012.01080.x,Wiley,103,Geophysical Prospecting,Geochemistry and Petrology;Geophysics
10.1109/TC.2016.2620469,Institute of Electrical and Electronics Engineers (IEEE),55,IEEE Transactions on Computers,
10.1021/ac403762s,American Chemical Society (ACS),92,Analytical Chemistry,
10.1093/mnras/stt490,Oxford University Press (OUP),83,Monthly Notices of the Royal Astronomical Society,
10.1109/MNET.2016.7389830,Institute of Electrical and Electronics Engineers (IEEE),84,IEEE Network,
10.1021/acs.nanolett.5b04788,American Chemical Society (ACS),99,Nano Letters,
10.1093/mnras/stu934,Oxford University Press (OUP),83,Monthly Notices of the Royal Astronomical Society,
10.1016/j.nanoen.2014.09.009,Elsevier BV,90,Nano Energy,
10.1002/adfm.201400380,Wiley,84,Advanced Functional Materials,
10.1109/TSTE.2012.2208128,Institute of Electrical and Electronics Engineers (IEEE),119,IEEE Transactions on Sustainable Energy,"Renewable Energy, Sustainability and the Environment"
10.1002/aenm.201600476,Wiley,54,Advanced Energy Materials,
10.1039/c4nj01390e,Royal Society of Chemistry (RSC),84,New Journal of Chemistry,
10.1038/ncomms7139,Springer Science and Business Media LLC,89,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1103/PhysRevLett.112.250501,American Physical Society (APS),90,Physical Review Letters,
10.1021/es3049724,American Chemical Society (ACS),89,Environmental Science & Technology,
10.1016/j.isprsjprs.2013.01.016,Elsevier BV,83,ISPRS Journal of Photogrammetry and Remote Sensing,"Computers in Earth Sciences;Engineering (miscellaneous);Atomic and Molecular Physics, and Optics;Computer Science Applications"
10.1126/science.aac7087,American Association for the Advancement of Science (AAAS),88,Science,
10.1038/nature14243,Springer Science and Business Media LLC,90,Nature,Multidisciplinary
10.1103/PhysRevA.89.022112,American Physical Society (APS),85,Physical Review A,
10.3390/en7042027,MDPI AG,81,Energies,
10.1088/0264-9381/31/4/042001,IOP Publishing,87,Classical and Quantum Gravity,
10.1016/j.watres.2013.03.015,Elsevier BV,66,Water Research,
10.18632/oncotarget.8166,"Impact Journals, LLC",108,Oncotarget,
10.1007/s10633-016-9553-y,Springer Nature,86,Documenta Ophthalmologica,
10.1073/pnas.1512650113,Proceedings of the National Academy of Sciences,97,Proceedings of the National Academy of Sciences,
10.1021/am507470f,American Chemical Society (ACS),85,ACS Applied Materials & Interfaces,
10.1109/JSYST.2013.2271537,Institute of Electrical and Electronics Engineers (IEEE),95,IEEE Systems Journal,
10.1001/jama.2014.4952,American Medical Association (AMA),76,JAMA,
10.5751/ES-06966-190454,"Resilience Alliance, Inc.",56,Ecology and Society,
10.1109/TPAMI.2013.226,Institute of Electrical and Electronics Engineers (IEEE),80,IEEE Transactions on Pattern Analysis and Machine Intelligence,
10.1109/TNET.2012.2229716,Institute of Electrical and Electronics Engineers (IEEE),83,IEEE/ACM Transactions on Networking,
10.1016/j.jcjd.2013.01.021,Elsevier BV,72,Canadian Journal of Diabetes,
10.1073/pnas.1511797112,Proceedings of the National Academy of Sciences,28,Proceedings of the National Academy of Sciences,
10.1002/anie.201407057,Wiley,104,Angewandte Chemie International Edition,
10.1126/science.1246310,American Association for the Advancement of Science (AAAS),83,Science,
10.1128/AEM.01451-14,American Society for Microbiology,103,Applied and Environmental Microbiology,
10.1152/japplphysiol.00154.2016,American Physiological Society,98,Journal of Applied Physiology,
10.1002/aenm.201501106,Wiley,98,Advanced Energy Materials,
10.1063/1.4916232,AIP Publishing,74,Applied Physics Letters,
10.1109/TCC.2014.2306427,Institute of Electrical and Electronics Engineers (IEEE),89,IEEE Transactions on Cloud Computing,
10.1016/j.cnsns.2014.05.005,Elsevier BV,77,Communications in Nonlinear Science and Numerical Simulation,
10.1109/TCAD.2013.2244643,Institute of Electrical and Electronics Engineers (IEEE),97,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,
10.1002/adma.201600762,Wiley,89,Advanced Materials,
10.1109/TII.2015.2411231,Institute of Electrical and Electronics Engineers (IEEE),78,IEEE Transactions on Industrial Informatics,
10.1016/j.aei.2015.01.001,Elsevier BV,95,Advanced Engineering Informatics,
10.1016/j.enpol.2014.04.016,Elsevier BV,98,Energy Policy,
10.1016/j.jpowsour.2013.05.005,Elsevier BV,77,Journal of Power Sources,
10.1177/0309132512460903,SAGE Publications,72,Progress in Human Geography,"Geography, Planning and Development"
10.1021/acsami.5b12746,American Chemical Society (ACS),84,ACS Applied Materials & Interfaces,
10.1093/mnras/stv276,Oxford University Press (OUP),81,Monthly Notices of the Royal Astronomical Society,
10.1016/j.autcon.2014.05.014,Elsevier BV,91,Automation in Construction,
10.1177/1745691614556681,SAGE Publications,79,Perspectives on Psychological Science,
10.1109/MCOM.2015.7120046,Institute of Electrical and Electronics Engineers (IEEE),84,IEEE Communications Magazine,
10.1080/13658816.2014.996567,Informa UK Limited,106,International Journal of Geographical Information Science,
10.1021/nl403943g,American Chemical Society (ACS),79,Nano Letters,
10.1038/srep01546,Springer Science and Business Media LLC,83,Scientific Reports,Multidisciplinary
10.1103/PhysRevA.88.012117,American Physical Society (APS),85,Physical Review A,
10.1103/PhysRevLett.111.230401,American Physical Society (APS),80,Physical Review Letters,General Physics and Astronomy
10.1109/TWC.2016.2517618,Institute of Electrical and Electronics Engineers (IEEE),88,IEEE Transactions on Wireless Communications,
10.1056/NEJMoa1504909,Massachusetts Medical Society,93,New England Journal of Medicine,
10.1093/mnras/stu2367,Oxford University Press (OUP),78,Monthly Notices of the Royal Astronomical Society,
10.1021/acscentsci.5b00267,American Chemical Society (ACS),87,ACS Central Science,
10.1186/1472-6920-14-181,Springer Nature,59,BMC Medical Education,
10.1109/TIP.2012.2231090,Institute of Electrical and Electronics Engineers (IEEE),78,IEEE Transactions on Image Processing,Software;Computer Graphics and Computer-Aided Design
10.1109/JSAC.2013.131130,Institute of Electrical and Electronics Engineers (IEEE),72,IEEE Journal on Selected Areas in Communications,
10.1021/am4018863,American Chemical Society (ACS),80,ACS Applied Materials & Interfaces,
10.1088/0004-637X/773/1/57,IOP Publishing,78,The Astrophysical Journal,Space and Planetary Science;Astronomy and Astrophysics
