DOI,publisher,is-referenced-by-count,container-title,subject
10.1002/2015gc006061,American Geophysical Union (AGU),2,"Geochemistry, Geophysics, Geosystems",
10.1090/conm/688/13822,American Mathematical                     Society,1,"Groups, Rings, Group Rings, and Hopf                     Algebras;Contemporary Mathematics",
10.3390/en10111741,MDPI AG,2,Energies,
10.1145/2766462.2767771,ACM Press,7,Proceedings of the 38th International ACM SIGIR Conference on Research and Development in Information Retrieval - SIGIR '15,
10.1136/tobaccocontrol-2014-051803,BMJ,1,Tobacco Control,
10.1139/as-2016-0021,Canadian Science Publishing,2,Arctic Science,
10.5194/acp-16-3265-2016,Copernicus GmbH,1,Atmospheric Chemistry and Physics,
10.1145/2766462.2767754,ACM Press,4,Proceedings of the 38th International ACM SIGIR Conference on Research and Development in Information Retrieval - SIGIR '15,
10.1016/j.neuron.2013.05.021,Elsevier BV,2,Neuron,
10.1186/s12942-016-0075-3,Springer Nature,1,International Journal of Health Geographics,
10.4314/ahs.v17i1.4,African Journals Online (AJOL),0,African Health Sciences,
10.1061/(asce)be.1943-5592.0000482,American Society of Civil Engineers (ASCE),1,Journal of Bridge Engineering,
10.1590/0102-311x00074416,FapUNIFESP (SciELO),0,Cadernos de Saúde Pública,
10.5194/amt-7-3861-2014,Copernicus GmbH,1,Atmospheric Measurement Techniques,
10.1017/s1368980016000665,Cambridge University Press (CUP),1,Public Health Nutrition,"Nutrition and Dietetics;Public Health, Environmental and Occupational Health;Medicine (miscellaneous)"
10.1140/epjd/e2016-60682-y,Springer Nature,1,The European Physical Journal D,
10.1038/sc.2017.65,Springer Science and Business Media LLC,3,Spinal Cord,Neurology;Clinical Neurology;General Medicine
10.1186/s12992-017-0261-5,Springer Nature,3,Globalization and Health,
10.1038/s41598-017-09534-1,Springer Nature,2,Scientific Reports,
10.3390/app7121242,MDPI AG,2,Applied Sciences,
10.1167/iovs.14-14931,Association for Research in Vision and Ophthalmology (ARVO),0,Investigative Opthalmology & Visual Science,
10.1364/oe.25.000573,The Optical Society,0,Optics Express,
10.1103/physrevlett.119.050502,American Physical Society (APS),1,Physical Review Letters,
10.2298/tsci141102148h,National Library of Serbia,3,Thermal Science,
10.22436/jnsa.010.04.22,International Scientific Research Publications MY SDN. BHD.,0,The Journal of Nonlinear Sciences and Applications,
10.1007/jhep05(2016)062,Springer Nature,2,Journal of High Energy Physics,
10.1016/j.jelekin.2017.07.001,Elsevier BV,1,Journal of Electromyography and Kinesiology,
10.1111/opo.12298,Wiley,2,Ophthalmic and Physiological Optics,
10.1016/j.physletb.2015.09.003,Elsevier BV,1,Physics Letters B,
10.1002/bimj.201300001,Wiley,1,Biometrical Journal,
10.1080/03461238.2016.1184710,Informa UK Limited,6,Scandinavian Actuarial Journal,"Statistics, Probability and Uncertainty;Economics and Econometrics;Statistics and Probability"
10.1613/jair.4360,AI Access Foundation,0,Journal of Artificial Intelligence Research,
10.1371/journal.pone.0142817,Public Library of Science (PLoS),1,PLOS ONE,
10.1016/j.tcs.2012.12.017,Elsevier BV,1,Theoretical Computer Science,Theoretical Computer Science;General Computer Science
10.1186/1744-8603-10-40,Springer Nature,1,Globalization and Health,
10.3354/ab00689,Inter-Research Science Center,2,Aquatic Biology,
10.1007/s11192-016-2157-1,Springer Nature,3,Scientometrics,
10.1007/s00198-017-3911-9,Springer Nature,5,Osteoporosis International,
10.1007/978-3-319-19387-8_235,Springer International Publishing,1,"IFMBE Proceedings;World Congress on Medical Physics and Biomedical Engineering, June 7-12, 2015, Toronto, Canada",
10.1038/s41598-017-18180-6,Springer Nature,4,Scientific Reports,
10.4153/cmb-2014-038-3,Canadian Mathematical Society,1,Canadian Mathematical Bulletin,General Mathematics
