File,Title,USD
elsevier-dec-2018.csv,Critical Reviews in Oncology / Hematology,2600
elsevier-dec-2018.csv,Crop Protection,2600
elsevier-dec-2018.csv,Cryobiology,2500
elsevier-dec-2018.csv,Cryogenics,2200
elsevier-dec-2018.csv,Current Applied Physics,2200
elsevier-dec-2018.csv,Current Biology,5200
elsevier-dec-2018.csv,Current Medicine Research and Practice,3000
elsevier-dec-2018.csv,Current Opinion in Behavioral Sciences,3800
elsevier-dec-2018.csv,Current Opinion in Biotechnology,4150
elsevier-dec-2018.csv,Current Opinion in Cell Biology,4150
elsevier-dec-2018.csv,Current Opinion in Chemical Biology,4150
elsevier-dec-2018.csv,Current Opinion in Chemical Engineering,3750
elsevier-dec-2018.csv,Current Opinion in Colloid & Interface Science,3900
elsevier-dec-2018.csv,Current Opinion in Environmental Sustainability,3900
elsevier-dec-2018.csv,Current Opinion in Food Science,3000
elsevier-dec-2018.csv,Current Opinion in Genetics & Development,4150
elsevier-dec-2018.csv,Current Opinion in Immunology,3900
elsevier-dec-2018.csv,Current Opinion in Insect Science,3800
elsevier-dec-2018.csv,Current Opinion in Microbiology,4150
elsevier-dec-2018.csv,Current Opinion in Neurobiology,4150
elsevier-dec-2018.csv,Current Opinion in Pharmacology,3900
elsevier-dec-2018.csv,Current Opinion in Plant Biology,4150
elsevier-dec-2018.csv,Current Opinion in Psychology,3750
elsevier-dec-2018.csv,Current Opinion in Solid State & Materials Science,3750
elsevier-dec-2018.csv,Current Opinion in Structural Biology,4150
elsevier-dec-2018.csv,Current Opinion in Virology,4150
elsevier-dec-2018.csv,Current Plant Biology,2000
elsevier-dec-2018.csv,Current Problems in Cancer,2500
elsevier-dec-2018.csv,Current Problems in Cardiology,2400
elsevier-dec-2018.csv,Current Problems in Diagnostic Radiology,2500
elsevier-dec-2018.csv,Current Problems in Pediatric and Adolescent Health Care,2000
elsevier-dec-2018.csv,Current Problems in Surgery,3000
elsevier-dec-2018.csv,Current Research in Translational Medicine,3360
elsevier-dec-2018.csv,Current Therapeutic Research,1500
elsevier-dec-2018.csv,Currents in Pharmacy Teaching and Learning,2500
elsevier-dec-2018.csv,Cytokine,3400
elsevier-dec-2018.csv,Cytokine and Growth Factor Reviews,3000
elsevier-dec-2018.csv,Cytotherapy,3300
elsevier-dec-2018.csv,Data & Knowledge Engineering,3100
elsevier-dec-2018.csv,Data in Brief,500
elsevier-dec-2018.csv,Decision Support Systems,1100
elsevier-dec-2018.csv,Deep-Sea Research Part I,3300
elsevier-dec-2018.csv,Deep-Sea Research Part II,3200
elsevier-dec-2018.csv,Defence Technology,0
elsevier-dec-2018.csv,Dendrochronologia,1500
elsevier-dec-2018.csv,Dental Abstracts,3000
elsevier-dec-2018.csv,Dental Clinics of North America,3000
elsevier-dec-2018.csv,Dental Materials,3000
elsevier-dec-2018.csv,Dermatologic Clinics,3000
elsevier-dec-2018.csv,Dermatologica Sinica,0
elsevier-dec-2018.csv,Desalination,3600
elsevier-dec-2018.csv,Design Studies,2500
elsevier-dec-2018.csv,Development Engineering,1500
elsevier-dec-2018.csv,Developmental and Comparative Immunology,3400
elsevier-dec-2018.csv,Developmental Biology,2350
elsevier-dec-2018.csv,Developmental Cell,5200
elsevier-dec-2018.csv,Developmental Cognitive Neuroscience,1750
elsevier-dec-2018.csv,Developmental Review,1800
elsevier-dec-2018.csv,Diabetes & Metabolic Syndrome: Clinical Research & Reviews,3000
elsevier-dec-2018.csv,Diabetes & Metabolism,2240
elsevier-dec-2018.csv,Diabetes Research and Clinical Practice,3200
elsevier-dec-2018.csv,Diagnostic and Interventional Imaging,3000
elsevier-dec-2018.csv,Diagnostic Histopathology,3000
elsevier-dec-2018.csv,Diagnostic Microbiology & Infectious Disease,3000
elsevier-dec-2018.csv,Diamond & Related Materials,2500
elsevier-dec-2018.csv,Differential Geometry and its Applications,1500
elsevier-dec-2018.csv,Differentiation,3000
elsevier-dec-2018.csv,Digestive and Liver Disease,3000
elsevier-dec-2018.csv,Digital Applications in Archaeology and Cultural Heritage,2000
elsevier-dec-2018.csv,Digital Investigation,2600
elsevier-dec-2018.csv,Digital Signal Processing,2400
elsevier-dec-2018.csv,Disability and Health Journal,1350
elsevier-dec-2018.csv,"Discourse, Context & Media",1800
elsevier-dec-2018.csv,Discrete Applied Mathematics,1500
elsevier-dec-2018.csv,Discrete Mathematics,1500
elsevier-dec-2018.csv,Discrete Optimization,1500
elsevier-dec-2018.csv,Disease-a-Month,2000
elsevier-dec-2018.csv,Displays,2400
elsevier-dec-2018.csv,DNA Repair,3700
elsevier-dec-2018.csv,Domestic Animal Endocrinology,3000
elsevier-dec-2018.csv,Douleurs Evaluation - Diagnostic - Traitement,3360
elsevier-dec-2018.csv,Droit Déontologie & Soin,3360
elsevier-dec-2018.csv,Drug and Alcohol Dependence,3200
elsevier-dec-2018.csv,Drug Discovery Today,4050
elsevier-dec-2018.csv,Drug Discovery Today: Disease Models,3750
elsevier-dec-2018.csv,Drug Discovery Today: Technologies,3750
elsevier-dec-2018.csv,Drug Metabolism and Pharmacokinetics,3000
elsevier-dec-2018.csv,Drug Resistance Updates,3000
elsevier-dec-2018.csv,Dyes and Pigments,3300
elsevier-dec-2018.csv,Dynamics of Atmospheres and Oceans,2500
elsevier-dec-2018.csv,Early Childhood Research Quarterly,1800
elsevier-dec-2018.csv,Early Human Development,2500
elsevier-dec-2018.csv,Earth and Planetary Science Letters,3000
elsevier-dec-2018.csv,Earth-Science Reviews,3550
elsevier-dec-2018.csv,Eating Behaviors,1800
elsevier-dec-2018.csv,EBioMedicine,3500
elsevier-dec-2018.csv,EClinicalMedicine,3500
elsevier-dec-2018.csv,Ecohydrology & Hydrobiology,3360
elsevier-dec-2018.csv,Ecological Complexity,2500
elsevier-dec-2018.csv,Ecological Economics,3700
elsevier-dec-2018.csv,Ecological Engineering,2600
elsevier-dec-2018.csv,Ecological Genetics and Genomics,3000
elsevier-dec-2018.csv,Ecological Indicators,3400
elsevier-dec-2018.csv,Ecological Informatics,2500
elsevier-dec-2018.csv,Ecological Modelling,3100
elsevier-dec-2018.csv,EconomiA,0
elsevier-dec-2018.csv,Economic Analysis and Policy,1800
elsevier-dec-2018.csv,Economic Modelling,820
elsevier-dec-2018.csv,Economic Systems,1100
elsevier-dec-2018.csv,Economics and Human Biology,1800
elsevier-dec-2018.csv,Economics Letters,1130
elsevier-dec-2018.csv,Economics of Education Review,1800
elsevier-dec-2018.csv,Economics of Transportation,1800
elsevier-dec-2018.csv,Ecosystem Services,3300
elsevier-dec-2018.csv,Ecotoxicology and Environmental Safety,2500
elsevier-dec-2018.csv,Educación Médica,0
elsevier-dec-2018.csv,Education for Chemical Engineers,3000
elsevier-dec-2018.csv,Educational Research Review,1800
elsevier-dec-2018.csv,Egyptian Journal of Anaesthesia,0
elsevier-dec-2018.csv,Egyptian Journal of Basic and Applied Sciences,0
elsevier-dec-2018.csv,Egyptian Journal of Medical Human Genetics,0
elsevier-dec-2018.csv,Egyptian Journal of Petroleum,0
elsevier-dec-2018.csv,Egyptian Pediatric Association Gazette,0
elsevier-dec-2018.csv,EJC Supplements,0
elsevier-dec-2018.csv,EJVES Short Reports,500
elsevier-dec-2018.csv,Electoral Studies,1800
elsevier-dec-2018.csv,Electric Power Systems Research,2500
elsevier-dec-2018.csv,Electrochemistry Communications,3050
elsevier-dec-2018.csv,Electrochimica Acta,3400
elsevier-dec-2018.csv,Electronic Commerce Research and Applications,1900
elsevier-dec-2018.csv,Electronic Journal of Biotechnology,1000
elsevier-dec-2018.csv,Electronic Notes in Discrete Mathematics,3000
elsevier-dec-2018.csv,Electronic Notes in Theoretical Computer Science,0
elsevier-dec-2018.csv,Emergency Medicine Clinics of North America,3000
elsevier-dec-2018.csv,Emerging Contaminants,1500
elsevier-dec-2018.csv,Emerging Markets Review,1100
elsevier-dec-2018.csv,"Emotion, Space and Society",1800
elsevier-dec-2018.csv,Endeavour,750
elsevier-dec-2018.csv,"Endocrinología, Diabetes y Nutrición",3000
elsevier-dec-2018.csv,"Endocrinología, Diabetes y Nutrición (English ed.)",3000
elsevier-dec-2018.csv,Endocrinology and Metabolism Clinics of North America,3000
elsevier-dec-2018.csv,Energy,3150
elsevier-dec-2018.csv,Energy & Buildings,3000
elsevier-dec-2018.csv,Energy Conversion and Management,3100
elsevier-dec-2018.csv,Energy Economics,1950
elsevier-dec-2018.csv,Energy for Sustainable Development,2750
elsevier-dec-2018.csv,Energy Policy,3000
elsevier-dec-2018.csv,Energy Procedia,0
elsevier-dec-2018.csv,Energy Reports,1500
elsevier-dec-2018.csv,Energy Research & Social Science,2700
elsevier-dec-2018.csv,Energy Storage Materials,2122
elsevier-dec-2018.csv,Energy Strategy Reviews,2500
elsevier-dec-2018.csv,eNeurologicalSci,1568
elsevier-dec-2018.csv,Enfermedades Infecciosas y Microbiologia Clinica,3000
elsevier-dec-2018.csv,Enfermeria Clinica,1680
elsevier-dec-2018.csv,Enfermería intensiva,3000
elsevier-dec-2018.csv,Engineering Analysis with Boundary Elements,2500
elsevier-dec-2018.csv,Engineering Applications of Artificial Intelligence,2400
elsevier-dec-2018.csv,Engineering Failure Analysis,2500
elsevier-dec-2018.csv,Engineering Fracture Mechanics,2500
elsevier-dec-2018.csv,Engineering Geology,2500
elsevier-dec-2018.csv,"Engineering in Agriculture, Environment and Food",3000
elsevier-dec-2018.csv,"Engineering Science and Technology, an International Journal",0
elsevier-dec-2018.csv,Engineering Structures,2700
elsevier-dec-2018.csv,English for Specific Purposes,1800
elsevier-dec-2018.csv,Entertainment Computing,2400
elsevier-dec-2018.csv,Environment International,3750
elsevier-dec-2018.csv,Environmental and Experimental Botany,3000
elsevier-dec-2018.csv,Environmental Development,2500
elsevier-dec-2018.csv,Environmental Impact Assessment Review,3300
elsevier-dec-2018.csv,Environmental Innovation and Societal Transitions,2600
elsevier-dec-2018.csv,Environmental Modelling and Software,3300
elsevier-dec-2018.csv,"Environmental Nanotechnology, Monitoring & Management",1950
elsevier-dec-2018.csv,Environmental Pollution,3400
elsevier-dec-2018.csv,Environmental Research,3400
elsevier-dec-2018.csv,Environmental Science and Policy,3400
elsevier-dec-2018.csv,Environmental Toxicology and Pharmacology,3000
elsevier-dec-2018.csv,Enzyme and Microbial Technology,3000
elsevier-dec-2018.csv,Epidemics,1890
elsevier-dec-2018.csv,Epilepsy & Behavior,2750
elsevier-dec-2018.csv,Epilepsy & Behavior Case Reports,550
elsevier-dec-2018.csv,Epilepsy Research,2750
elsevier-dec-2018.csv,"Estuarine, Coastal and Shelf Science",3100
elsevier-dec-2018.csv,Ethique et Santé,3360
elsevier-dec-2018.csv,eTransportation,1400
elsevier-dec-2018.csv,EuPA Open Proteomics,1700
elsevier-dec-2018.csv,"European Annals of Otorhinolaryngology, Head and Neck diseases",3360
elsevier-dec-2018.csv,European Economic Review,1800
elsevier-dec-2018.csv,European Journal of Agronomy,3300
elsevier-dec-2018.csv,European Journal of Cancer,3750
elsevier-dec-2018.csv,European Journal of Cell Biology,2500
elsevier-dec-2018.csv,European Journal of Combinatorics,1500
elsevier-dec-2018.csv,European Journal of Control,3000
elsevier-dec-2018.csv,European Journal of Integrative Medicine,1800
elsevier-dec-2018.csv,European Journal of Internal Medicine,2500
elsevier-dec-2018.csv,European Journal of Mechanics / A Solids,2500
elsevier-dec-2018.csv,European Journal of Mechanics / B Fluids,2500
elsevier-dec-2018.csv,European Journal of Medical Genetics,3000
elsevier-dec-2018.csv,European Journal of Medicinal Chemistry,3250
elsevier-dec-2018.csv,European Journal of Obstetrics & Gynecology and Reproductive Biology,2500
elsevier-dec-2018.csv,European Journal of Obstetrics & Gynecology and Reproductive Biology: X,2500
elsevier-dec-2018.csv,European Journal of Oncology Nursing,2500
elsevier-dec-2018.csv,European Journal of Operational Research,1950
elsevier-dec-2018.csv,European Journal of Paediatric Neurology,2750
elsevier-dec-2018.csv,European Journal of Pharmaceutical Sciences,3500
elsevier-dec-2018.csv,European Journal of Pharmaceutics and Biopharmaceutics,3000
elsevier-dec-2018.csv,European Journal of Pharmacology,3400
elsevier-dec-2018.csv,European Journal of Political Economy,1800
elsevier-dec-2018.csv,European Journal of Protistology,1800
elsevier-dec-2018.csv,European Journal of Radiology,3000
elsevier-dec-2018.csv,European Journal of Radiology Open,2000
elsevier-dec-2018.csv,European Journal of Soil Biology,2500
elsevier-dec-2018.csv,European Journal of Surgical Oncology,2531
elsevier-dec-2018.csv,European Journal of Vascular & Endovascular Surgery,3300
elsevier-dec-2018.csv,European Management Journal,1100
elsevier-dec-2018.csv,European Neuropsychopharmacology,3000
elsevier-dec-2018.csv,European Polymer Journal,3400
elsevier-dec-2018.csv,European Psychiatry,3000
elsevier-dec-2018.csv,European research on management and business economics,0
elsevier-dec-2018.csv,European Urology,5000
elsevier-dec-2018.csv,European Urology Focus,3000
elsevier-dec-2018.csv,European Urology Supplements,3000
elsevier-dec-2018.csv,Evaluation and Program Planning,1800
elsevier-dec-2018.csv,Evolution and Human Behavior,3000
elsevier-dec-2018.csv,Experimental and Molecular Pathology,3000
elsevier-dec-2018.csv,Experimental and Toxicologic Pathology,2050
elsevier-dec-2018.csv,Experimental Cell Research,2350
elsevier-dec-2018.csv,Experimental Eye Research,2750
elsevier-dec-2018.csv,Experimental Gerontology,2750
elsevier-dec-2018.csv,Experimental Hematology,2650
elsevier-dec-2018.csv,Experimental Neurology,3000
elsevier-dec-2018.csv,Experimental Parasitology,2200
elsevier-dec-2018.csv,Experimental Thermal and Fluid Science,2500
elsevier-dec-2018.csv,Expert Systems With Applications,2600
elsevier-dec-2018.csv,Explorations in Economic History,1800
elsevier-dec-2018.csv,EXPLORE,1700
elsevier-dec-2018.csv,Expositiones Mathematicae,1300
elsevier-dec-2018.csv,Facial Plastic Surgery Clinics of North America,3000
elsevier-dec-2018.csv,Fertility and Sterility,3500
elsevier-dec-2018.csv,Field Crops Research,3400
elsevier-dec-2018.csv,Finance Research Letters,1100
elsevier-dec-2018.csv,Finite Elements in Analysis & Design,2500
elsevier-dec-2018.csv,Finite Fields and Their Applications,1500
elsevier-dec-2018.csv,Fire Safety Journal,2500
elsevier-dec-2018.csv,Fish and Shellfish Immunology,3800
elsevier-dec-2018.csv,Fisheries Research,3100
elsevier-dec-2018.csv,Fisioterapia,3000
elsevier-dec-2018.csv,Fitoterapia,1800
elsevier-dec-2018.csv,Flora,1500
elsevier-dec-2018.csv,Flow Measurement and Instrumentation,2500
elsevier-dec-2018.csv,Fluid Phase Equilibria,2100
elsevier-dec-2018.csv,FMC. Formación médica continuada en atención primaria,3000
elsevier-dec-2018.csv,Food and Bioproducts Processing,3000
elsevier-dec-2018.csv,Food and Chemical Toxicology,2800
elsevier-dec-2018.csv,Food and Waterborne Parasitology,1800
elsevier-dec-2018.csv,Food Bioscience,3000
elsevier-dec-2018.csv,Food Chemistry,2800
elsevier-dec-2018.csv,Food Chemistry: X,2800
elsevier-dec-2018.csv,Food Control,3500
elsevier-dec-2018.csv,Food Hydrocolloids,4050
elsevier-dec-2018.csv,Food Microbiology,3000
elsevier-dec-2018.csv,Food Packaging and Shelf Life,3000
elsevier-dec-2018.csv,Food Policy,1500
elsevier-dec-2018.csv,Food Quality and Preference,3200
elsevier-dec-2018.csv,Food Research International,3800
elsevier-dec-2018.csv,Food Science and Human Wellness,0
elsevier-dec-2018.csv,Food Structure,3000
elsevier-dec-2018.csv,Food Webs,1750
elsevier-dec-2018.csv,Foot and Ankle Clinics of North America,3000
elsevier-dec-2018.csv,Foot and Ankle Surgery,2000
elsevier-dec-2018.csv,Forensic Science International,2500
elsevier-dec-2018.csv,Forensic Science International Supplement Series,3000
elsevier-dec-2018.csv,Forensic Science International: Genetics,3200
elsevier-dec-2018.csv,Forensic Science International: Genetics Supplement Series,3000
elsevier-dec-2018.csv,Forest Ecology and Management,3800
elsevier-dec-2018.csv,Forest Policy and Economics,2500
elsevier-dec-2018.csv,Free Radical Biology and Medicine,2800
elsevier-dec-2018.csv,Frontiers in Neuroendocrinology,3000
elsevier-dec-2018.csv,Frontiers of Architectural Research,0
elsevier-dec-2018.csv,Fuel,3850
elsevier-dec-2018.csv,Fuel Processing Technology,3500
elsevier-dec-2018.csv,Fungal Biology,1800
elsevier-dec-2018.csv,Fungal Biology Reviews,3000
elsevier-dec-2018.csv,Fungal Ecology,3000
elsevier-dec-2018.csv,Fungal Genetics and Biology,2350
elsevier-dec-2018.csv,Fusion Engineering and Design,1900
elsevier-dec-2018.csv,Fuss und Sprunggelenk,1700
elsevier-dec-2018.csv,Future Business Journal,0
elsevier-dec-2018.csv,Future Dental Journal,0
elsevier-dec-2018.csv,Future Generation Computer Systems,3100
elsevier-dec-2018.csv,Future Journal of Pharmaceutical sciences,0
elsevier-dec-2018.csv,Futures,1200
elsevier-dec-2018.csv,Fuzzy Sets and Systems,3100
elsevier-dec-2018.csv,Gaceta Mexicana de Oncología,0
elsevier-dec-2018.csv,Gaceta Sanitaria,0
elsevier-dec-2018.csv,Gait & Posture,3500
elsevier-dec-2018.csv,Games and Economic Behavior,1100
elsevier-dec-2018.csv,Gastroenterologia y Hepatologia,2240
elsevier-dec-2018.csv,Gastroenterología y Hepatología (English Edition),2240
elsevier-dec-2018.csv,Gastroenterology,3000
elsevier-dec-2018.csv,Gastroenterology Clinics of North America,3000
elsevier-dec-2018.csv,Gastrointestinal Endoscopy,3000
elsevier-dec-2018.csv,Gastrointestinal Endoscopy Clinics of North America,3300
elsevier-dec-2018.csv,Gene,3400
elsevier-dec-2018.csv,Gene Expression Patterns,1800
elsevier-dec-2018.csv,Gene Reports,3000
elsevier-dec-2018.csv,Gene: X,3400
elsevier-dec-2018.csv,General and Comparative Endocrinology,3000
elsevier-dec-2018.csv,General Hospital Psychiatry,3000
elsevier-dec-2018.csv,Genes & Diseases,0
elsevier-dec-2018.csv,Genomics,2200
elsevier-dec-2018.csv,"Genomics, Proteomics & Bioinformatics",0
elsevier-dec-2018.csv,Geobios,3000
elsevier-dec-2018.csv,Geochemistry,1500
elsevier-dec-2018.csv,Geochimica et Cosmochimica Acta,3000
elsevier-dec-2018.csv,Geoderma,3200
elsevier-dec-2018.csv,Geoderma Regional,2500
elsevier-dec-2018.csv,Geodesy and Geodynamics,0
elsevier-dec-2018.csv,Geoforum,1950
elsevier-dec-2018.csv,Geomechanics for Energy and the Environment,2500
elsevier-dec-2018.csv,Geomorphology,3500
elsevier-dec-2018.csv,Geoscience Frontiers,0
elsevier-dec-2018.csv,Geotextiles and Geomembranes,2500
elsevier-dec-2018.csv,Geothermics,2650
elsevier-dec-2018.csv,Geriatric Nursing,2000
elsevier-dec-2018.csv,Global and Planetary Change,3000
elsevier-dec-2018.csv,Global Ecology and Conservation,1500
elsevier-dec-2018.csv,Global Environmental Change,3750
elsevier-dec-2018.csv,Global Finance Journal,1100
elsevier-dec-2018.csv,Global Food Security,2700
elsevier-dec-2018.csv,Global Heart,3300
elsevier-dec-2018.csv,Gondwana Research,3300
elsevier-dec-2018.csv,Government Information Quarterly,1100
elsevier-dec-2018.csv,Graphical Models,2400
elsevier-dec-2018.csv,Groundwater for Sustainable Development,1500
elsevier-dec-2018.csv,Growth Hormone & IGF Research,2500
elsevier-dec-2018.csv,Gynecologic Oncology,2800
elsevier-dec-2018.csv,Gynecologic Oncology Reports,550
elsevier-dec-2018.csv,Gynécologie Obstétrique Fertilité & Sénologie,3360
elsevier-dec-2018.csv,Habitat International,1100
elsevier-dec-2018.csv,Hand Clinics,3000
elsevier-dec-2018.csv,Hand Surgery and Rehabilitation,2240
elsevier-dec-2018.csv,Harmful Algae,3300
elsevier-dec-2018.csv,HBRC Journal,65
elsevier-dec-2018.csv,Health and Place,2400
elsevier-dec-2018.csv,Health policy,3200
elsevier-dec-2018.csv,Health Policy and Technology,3000
elsevier-dec-2018.csv,Health Professions Education,0
elsevier-dec-2018.csv,Healthcare,3000
elsevier-dec-2018.csv,Hearing Research,2400
elsevier-dec-2018.csv,Heart & Lung,2500
elsevier-dec-2018.csv,Heart Failure Clinics,3000
elsevier-dec-2018.csv,Heart Rhythm,3500
elsevier-dec-2018.csv,"Heart, Lung and Circulation",2500
elsevier-dec-2018.csv,HeartRhythm Case Reports,950
elsevier-dec-2018.csv,Heliyon,1250
elsevier-dec-2018.csv,"Hematology, Transfusion and Cell Therapy",0
elsevier-dec-2018.csv,Hematology/Oncology and Stem Cell Therapy,0
elsevier-dec-2018.csv,Hematology/Oncology Clinics of North America,3000
elsevier-dec-2018.csv,High Energy Density Physics,2200
elsevier-dec-2018.csv,Hipertension y riesgo vascular,3360
elsevier-dec-2018.csv,Historia Mathematica,1300
elsevier-dec-2018.csv,HOMO,1800
elsevier-dec-2018.csv,Hormones and Behavior,3000
elsevier-dec-2018.csv,HPB,3000
elsevier-dec-2018.csv,Human Immunology,2650
elsevier-dec-2018.csv,Human Microbiome Journal,2500
elsevier-dec-2018.csv,Human Movement Science,1800
elsevier-dec-2018.csv,Human Pathology,3300
elsevier-dec-2018.csv,Human Pathology: Case Reports,1000
elsevier-dec-2018.csv,Human Resource Management Review,1800
elsevier-dec-2018.csv,Hydrometallurgy,3300
elsevier-dec-2018.csv,IATSS Research,0
elsevier-dec-2018.csv,IBRO Reports,1500
elsevier-dec-2018.csv,Icarus,2900
elsevier-dec-2018.csv,ICT Express,0
elsevier-dec-2018.csv,IDCases,550
elsevier-dec-2018.csv,IIMB Management Review,0
elsevier-dec-2018.csv,IJC Heart & Vasculature,2912
elsevier-dec-2018.csv,Image and Vision Computing,3100
elsevier-dec-2018.csv,Imagerie de la Femme,3360
elsevier-dec-2018.csv,Immunity,5200
elsevier-dec-2018.csv,Immunobiology,2200
elsevier-dec-2018.csv,Immunology and Allergy Clinics of North America,3000
elsevier-dec-2018.csv,Immunology Letters,2650
elsevier-dec-2018.csv,Immuno-Oncology Technology,3080
elsevier-dec-2018.csv,Indagationes Mathematicae,1300
elsevier-dec-2018.csv,Indian Heart Journal,0
elsevier-dec-2018.csv,Indian Journal of Medical Specialities,3000
elsevier-dec-2018.csv,Indian Pacing and Electrophysiology Journal,0
elsevier-dec-2018.csv,Industrial Crops & Products,3200
elsevier-dec-2018.csv,Industrial Marketing Management,1100
elsevier-dec-2018.csv,Infant Behavior and Development,1800
elsevier-dec-2018.csv,"Infection, Disease & Health",1700
elsevier-dec-2018.csv,"Infection, Genetics and Evolution",2900
elsevier-dec-2018.csv,Infectious Disease Clinics of North America,3000
elsevier-dec-2018.csv,Informatics in Medicine Unlocked,1495
elsevier-dec-2018.csv,Information & Management,1800
elsevier-dec-2018.csv,Information and Computation,1500
elsevier-dec-2018.csv,Information and Organization,1800
elsevier-dec-2018.csv,Information and Software Technology,2400
elsevier-dec-2018.csv,Information Economics and Policy,1100
elsevier-dec-2018.csv,Information Fusion,3100
elsevier-dec-2018.csv,Information Processing and Management,1800
elsevier-dec-2018.csv,Information Processing in Agriculture,0
elsevier-dec-2018.csv,Information Processing Letters,1500
elsevier-dec-2018.csv,Information Sciences,3300
elsevier-dec-2018.csv,Information Systems,3100
elsevier-dec-2018.csv,Infrared Physics and Technology,2200
elsevier-dec-2018.csv,Injury,2600
elsevier-dec-2018.csv,Innovative Food Science and Emerging Technologies,3000
elsevier-dec-2018.csv,Inorganic Chemistry Communications,2600
elsevier-dec-2018.csv,Inorganica Chimica Acta,3050
elsevier-dec-2018.csv,Insect Biochemistry and Molecular Biology,2750
elsevier-dec-2018.csv,Insurance Mathematics and Economics,1100
elsevier-dec-2018.csv,Integration,2400
elsevier-dec-2018.csv,Integrative Medicine Research,0
elsevier-dec-2018.csv,Intelligence,2500
elsevier-dec-2018.csv,Intensive & Critical Care Nursing,2500
elsevier-dec-2018.csv,Interbloc,3000
elsevier-dec-2018.csv,Interdisciplinary Neurosurgery: Advanced Techniques and Case Management,900
elsevier-dec-2018.csv,Intermetallics,1000
elsevier-dec-2018.csv,International Biodeterioration & Biodegradation,2500
elsevier-dec-2018.csv,International Business Review,1800
elsevier-dec-2018.csv,International Communications in Heat and Mass Transfer,2000
elsevier-dec-2018.csv,International Dairy Journal,3000
elsevier-dec-2018.csv,International Economics,3000
elsevier-dec-2018.csv,International Emergency Nursing,2500
elsevier-dec-2018.csv,International Immunopharmacology,3300
elsevier-dec-2018.csv,International Journal for Parasitology,2200
elsevier-dec-2018.csv,International Journal for Parasitology: Drugs and Drug Resistance,1838
elsevier-dec-2018.csv,International Journal for Parasitology: Parasites and Wildlife,1838
elsevier-dec-2018.csv,International Journal of Accounting,1800
elsevier-dec-2018.csv,International Journal of Accounting Information Systems,1100
elsevier-dec-2018.csv,International Journal of Adhesion and Adhesives,3300
elsevier-dec-2018.csv,International Journal of Africa Nursing Sciences,1200
elsevier-dec-2018.csv,International Journal of Antimicrobial Agents,3000
elsevier-dec-2018.csv,International Journal of Applied Earth Observations and Geoinformation,3200
elsevier-dec-2018.csv,International Journal of Approximate Reasoning,2400
elsevier-dec-2018.csv,International Journal of Biochemistry and Cell Biology,3900
elsevier-dec-2018.csv,International Journal of Biological Macromolecules,3000
elsevier-dec-2018.csv,International Journal of Cardiology,3500
elsevier-dec-2018.csv,International Journal of Cardiology Hypertension,2800
elsevier-dec-2018.csv,International Journal of Child-Computer Interaction,3000
elsevier-dec-2018.csv,International Journal of Clinical and Health Psychology,0
elsevier-dec-2018.csv,International Journal of Coal Geology,2500
elsevier-dec-2018.csv,International Journal of Critical Infrastructure Protection,2400
elsevier-dec-2018.csv,International Journal of Developmental Neuroscience,2400
elsevier-dec-2018.csv,International Journal of Disaster Risk Reduction,1100
elsevier-dec-2018.csv,International Journal of Drug Policy,2600
elsevier-dec-2018.csv,International Journal of Educational Development,1200
elsevier-dec-2018.csv,International Journal of Educational Research,1100
elsevier-dec-2018.csv,International Journal of Electrical Power and Energy Systems,3300
elsevier-dec-2018.csv,International Journal of Engineering Science,2500
elsevier-dec-2018.csv,International Journal of Fatigue,3300
elsevier-dec-2018.csv,International Journal of Food Microbiology,4050
elsevier-dec-2018.csv,International Journal of Forecasting,1200
elsevier-dec-2018.csv,International Journal of Gastronomy and Food Science,3000
elsevier-dec-2018.csv,International Journal of Gerontology,0
elsevier-dec-2018.csv,International Journal of Greenhouse Gas Control,3800
elsevier-dec-2018.csv,International Journal of Heat and Fluid Flow,2500
elsevier-dec-2018.csv,International Journal of Heat and Mass Transfer,3550
elsevier-dec-2018.csv,International Journal of Hospitality Management,1100
elsevier-dec-2018.csv,International Journal of Human - Computer Studies,3100
elsevier-dec-2018.csv,International Journal of Hydrogen Energy,2750
elsevier-dec-2018.csv,International Journal of Hygiene and Environmental Health,2600
elsevier-dec-2018.csv,International Journal of Impact Engineering,3300
elsevier-dec-2018.csv,International Journal of Industrial Ergonomics,3100
elsevier-dec-2018.csv,International Journal of Industrial Organization,1800
elsevier-dec-2018.csv,International Journal of Infectious Diseases,1750
elsevier-dec-2018.csv,International Journal of Information Management,1100
elsevier-dec-2018.csv,International Journal of Intercultural Relations,1800
elsevier-dec-2018.csv,International Journal of Law and Psychiatry,1800
elsevier-dec-2018.csv,"International Journal of Law, Crime and Justice",750
elsevier-dec-2018.csv,International Journal of Machine Tools and Manufacture,3300
elsevier-dec-2018.csv,International Journal of Mass Spectrometry,3050
elsevier-dec-2018.csv,International Journal of Mechanical Sciences,3300
elsevier-dec-2018.csv,International Journal of Medical Informatics,3200
elsevier-dec-2018.csv,International Journal of Medical Microbiology,3000
elsevier-dec-2018.csv,International Journal of Mineral Processing,2500
elsevier-dec-2018.csv,International Journal of Mining Science and Technology,0
elsevier-dec-2018.csv,International Journal of Multiphase Flow,2500
elsevier-dec-2018.csv,International Journal of Non-Linear Mechanics,2200
elsevier-dec-2018.csv,International Journal of Nursing Sciences,0
elsevier-dec-2018.csv,International Journal of Nursing Studies,2950
